,,MDSCSI Sales TC/AC,,,,Voice Sales TC/AC,,,,Web Sales TC/AC,,,,GcashMiniProgram Sales TC/AC,,,,Mobile Apps Sales TC/AC,,,,CTC Sales TC/AC,,,,fbchatbot Sales TC/AC
,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,
0,,246,96906.68,393.93,,27,16311.51,604.13,,53,17387.62,328.07,,4,1344.00,336,,162,61863.55,381.87,,0,0.00,0,,0,0.00,0,,
1,,184,66619.53,362.06,,16,8204.58,512.79,,36,12810.15,355.84,,3,1157.00,385.67,,127,43827.80,345.1,,0,0.00,0,,2,620.00,310,,
2,,126,45695.04,362.66,,13,5359.51,412.27,,26,9681.57,372.37,,1,239.00,239,,86,30414.96,353.66,,0,0.00,0,,0,0.00,0,,
3,,82,28445.02,346.89,,6,2253.15,375.53,,15,7439.57,495.97,,0,0.00,0,,60,18590.30,309.84,,0,0.00,0,,1,162.00,162,,
4,,59,20265.01,343.47,,14,4403.72,314.55,,9,3019.29,335.48,,0,0.00,0,,36,12842.00,356.72,,0,0.00,0,,0,0.00,0,,
5,,60,19873.7,331.23,,14,4209.70,300.69,,9,4350.14,483.35,,1,369.00,369,,36,10944.86,304.02,,0,0.00,0,,0,0.00,0,,
6,,256,93777.71,366.32,,45,18691.56,415.37,,45,14366.86,319.26,,5,1240.00,248,,159,58941.58,370.7,,0,0.00,0,,2,537.71,268.86,,
7,,412,159161.97,386.32,,74,27145.39,366.83,,77,28769.01,373.62,,5,1808.00,361.6,,255,101231.57,396.99,,0,0.00,0,,1,208.00,208,,
8,,613,230343.83,375.76,,81,28326.44,349.71,,112,39306.71,350.95,,13,5889.00,453,,405,156441.68,386.28,,0,0.00,0,,2,380.00,190,,
9,,669,275064.65,411.16,,94,37932.01,403.53,,119,48107.78,404.27,,6,2374.00,395.67,,450,186650.86,414.78,,0,0.00,0,,0,0.00,0,,
10,,682,309600.39,453.96,,103,48823.38,474.01,,150,67682.70,451.22,,6,2933.00,488.83,,423,190161.31,449.55,,0,0.00,0,,0,0.00,0,,
11,,35,14475.65,413.59,,7,3380.94,482.99,,11,5324.00,484,,0,0.00,0,,17,5770.71,339.45,,0,0.00,0,,0,0.00,0,,
12,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
13,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
14,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
15,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
16,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
17,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
18,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
19,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
20,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
21,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
22,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
23,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
,,3424,1360229.18,397.26,,494,205041.89,415.06,,662,258245.4,390.1,,44,17353,394.39,,2216,877681.18,396.07,,0,0,0,,8,1907.71,238.46,,
