,,MDSCSI Sales TC/AC,,,,Voice Sales TC/AC,,,,Web Sales TC/AC,,,,GcashMiniProgram Sales TC/AC,,,,Mobile Apps Sales TC/AC,,,,CTC Sales TC/AC,,,,fbchatbot Sales TC/AC
,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,
0,,378,157945.56,417.85,,32,14797.84,462.43,,78,30854.56,395.57,,9,2502.00,278,,259,109791.16,423.9,,0,0.00,0,,0,0.00,0,,
1,,250,97612.7,390.45,,19,8242.36,433.81,,43,14838.32,345.08,,5,2189.00,437.8,,183,72343.02,395.32,,0,0.00,0,,0,0.00,0,,
2,,201,78379.37,389.95,,18,5783.71,321.32,,54,22701.43,420.4,,5,1312.00,262.4,,123,47850.23,389.03,,0,0.00,0,,1,732.00,732,,
3,,111,41655.04,375.27,,4,1264.89,316.22,,24,9990.57,416.27,,3,1248.00,416,,79,28784.58,364.36,,0,0.00,0,,1,367.00,367,,
4,,74,24330.72,328.79,,12,3437.29,286.44,,16,4843.57,302.72,,1,384.00,384,,45,15665.86,348.13,,0,0.00,0,,0,0.00,0,,
5,,88,39799.4,452.27,,20,9542.12,477.11,,16,7548.86,471.8,,1,572.00,572,,51,22136.42,434.05,,0,0.00,0,,0,0.00,0,,
6,,240,104039.87,433.5,,45,22038.44,489.74,,52,21282.43,409.28,,4,1622.00,405.5,,139,59097.00,425.16,,0,0.00,0,,0,0.00,0,,
7,,570,240521.14,421.97,,106,48559.16,458.11,,83,30885.99,372.12,,5,1249.00,249.8,,373,158627.99,425.28,,0,0.00,0,,3,1199.00,399.67,,
8,,799,330437.45,413.56,,152,61570.90,405.07,,121,52339.15,432.55,,5,1498.00,299.6,,520,214841.11,413.16,,0,0.00,0,,1,188.29,188.29,,
9,,736,324667.27,441.12,,107,43663.26,408.07,,112,49371.57,440.82,,9,3898.00,433.11,,506,227100.44,448.82,,0,0.00,0,,2,634.00,317,,
10,,1266,641779.54,506.93,,161,87120.43,541.12,,205,102349.43,499.27,,16,5094.00,318.38,,884,447215.68,505.9,,0,0.00,0,,0,0.00,0,,
11,,1446,768343.33,531.36,,153,82578.47,539.73,,277,147622.40,532.93,,18,7475.00,415.28,,984,524609.46,533.14,,0,0.00,0,,14,6058.00,432.71,,
12,,1189,563777.3,474.16,,118,58887.90,499.05,,209,102217.56,489.08,,15,6985.00,465.67,,836,391185.13,467.92,,0,0.00,0,,11,4501.71,409.25,,
13,,1195,576141.57,482.13,,103,45462.26,441.38,,210,100938.80,480.66,,18,6836.00,379.78,,858,421038.51,490.72,,0,0.00,0,,6,1866.00,311,,
14,,1510,777513.34,514.91,,124,63792.09,514.45,,238,122896.92,516.37,,20,8071.00,403.55,,1122,579623.33,516.6,,0,0.00,0,,6,3130.00,521.67,,
15,,1775,954683.08,537.85,,161,96643.68,600.27,,278,150232.35,540.4,,27,10701.00,396.33,,1301,693668.05,533.18,,0,0.00,0,,8,3438.00,429.75,,
16,,1637,883136.43,539.48,,169,98579.82,583.31,,265,137257.58,517.95,,27,10234.00,379.04,,1165,632172.03,542.64,,0,0.00,0,,11,4893.00,444.82,,
17,,1497,806100.05,538.48,,173,93993.14,543.31,,238,122345.24,514.06,,22,10213.00,464.23,,1060,577486.67,544.8,,0,0.00,0,,4,2062.00,515.5,,
18,,1121,568996.19,507.58,,184,100180.71,544.46,,193,93301.56,483.43,,18,7576.00,420.89,,723,366710.92,507.21,,0,0.00,0,,3,1227.00,409,,
19,,882,402562.28,456.42,,149,69822.63,468.61,,172,76144.13,442.7,,18,5385.00,299.17,,542,250910.52,462.93,,0,0.00,0,,1,300.00,300,,
20,,603,258662.62,428.96,,69,31239.86,452.75,,114,49851.44,437.29,,9,3923.00,435.89,,407,172598.32,424.07,,0,0.00,0,,4,1050.00,262.5,,
21,,526,222993.93,423.94,,71,30703.71,432.45,,81,33334.31,411.53,,12,4216.00,351.33,,358,153548.91,428.91,,0,0.00,0,,4,1191.00,297.75,,
22,,502,208371.61,415.08,,49,21816.51,445.23,,74,33961.99,458.95,,14,4795.00,342.5,,359,146346.11,407.65,,0,0.00,0,,6,1452.00,242,,
23,,338,133177.99,394.02,,37,16644.05,449.84,,61,22584.57,370.24,,9,2761.00,306.78,,230,90856.37,395.03,,0,0.00,0,,1,332.00,332,,
,,18934,9205627.78,486.2,,2236,1116365.23,499.27,,3214,1539694.73,479.06,,290,110739,381.86,,13107,6404207.82,488.61,,0,0,0,,87,34621,397.94,,
