,,MDSCSI Sales TC/AC,,,,Voice Sales TC/AC,,,,Web Sales TC/AC,,,,GcashMiniProgram Sales TC/AC,,,,Mobile Apps Sales TC/AC,,,,CTC Sales TC/AC,,,,fbchatbot Sales TC/AC
,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,GC,Gross Actual,Gross AC,,
0,,303,119805.44,395.4,,34,14867.89,437.29,,73,28306.34,387.76,,4,1426.00,356.5,,191,74959.21,392.46,,0,0.00,0,,1,246.00,246,,
1,,211,78881.77,373.85,,18,6548.43,363.8,,45,20050.73,445.57,,1,513.00,513,,147,51769.61,352.17,,0,0.00,0,,0,0.00,0,,
2,,132,46274.51,350.56,,14,5861.15,418.65,,26,8792.71,338.18,,3,804.00,268,,88,30627.65,348.04,,0,0.00,0,,1,189.00,189,,
3,,83,27551,331.94,,6,2872.00,478.67,,19,5874.00,309.16,,2,415.00,207.5,,56,18390.00,328.39,,0,0.00,0,,0,0.00,0,,
4,,79,25532.43,323.2,,9,3036.57,337.4,,17,5251.00,308.88,,2,703.00,351.5,,51,16541.86,324.35,,0,0.00,0,,0,0.00,0,,
5,,105,35542.14,338.5,,20,5868.73,293.44,,18,7659.00,425.5,,1,840.00,840,,66,21174.41,320.82,,0,0.00,0,,0,0.00,0,,
6,,253,87882.95,347.36,,54,16981.11,314.47,,39,13298.57,340.99,,2,636.00,318,,158,56967.27,360.55,,0,0.00,0,,0,0.00,0,,
7,,472,187131.4,396.46,,80,39605.16,495.06,,84,29877.12,355.68,,5,1739.00,347.8,,303,115910.12,382.54,,0,0.00,0,,0,0.00,0,,
8,,641,250131.8,390.22,,105,44494.54,423.76,,113,42092.85,372.5,,6,1911.00,318.5,,417,161633.41,387.61,,0,0.00,0,,0,0.00,0,,
9,,670,258523.19,385.86,,88,34415.97,391.09,,97,37186.00,383.36,,10,4333.00,433.3,,474,182273.22,384.54,,0,0.00,0,,1,315.00,315,,
10,,1048,513069.33,489.57,,148,85669.94,578.85,,204,91269.55,447.4,,14,5385.00,384.64,,681,329783.84,484.26,,0,0.00,0,,1,961.00,961,,
11,,1037,485615.28,468.29,,170,81818.31,481.28,,189,80945.40,428.28,,15,5420.00,361.33,,659,316281.57,479.94,,0,0.00,0,,4,1150.00,287.5,,
12,,159,64173.58,403.61,,21,9548.85,454.71,,31,12502.01,403.29,,0,0.00,0,,107,42122.72,393.67,,0,0.00,0,,0,0.00,0,,
13,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
14,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
15,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
16,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
17,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
18,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
19,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
20,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
21,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
22,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
23,,0,0,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,0,0.00,0,,
,,5193,2180114.82,419.82,,767,351588.65,458.39,,955,383105.28,401.16,,65,24125,371.15,,3398,1418434.89,417.43,,0,0,0,,8,2861,357.63,,
