,,,MDSCSI Sales TC/AC,,,,Voice Sales TC/AC,,,,Web Sales TC/AC,,,,GcashMiniProgram Sales TC/AC,,,,Mobile Apps Sales TC/AC,,,,CTC Sales TC/AC,,,,fbchatbot Sales TC/AC,
Store Code,Store Name,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,
003,GREENHILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005,DAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008,QUEZON AVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009,GREENBELT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010,ROXAS BOULEVARD BACLARAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
013,AURORA BLVD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014,ALABANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018,MCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
025,LA SALLE TAFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026,COMMONWEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028,LAS PINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029,KATIPUNAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030,SAN FERNANDO DOLORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032,E.RODRIGUEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034,GOVERNOR FORBES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
035,TARLAC ROMULO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037,MARCOS HIGHWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
038,BACOLOD LACSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039,BINAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040,RETIRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
044,CDO LIMKETKAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
048,CEBU JONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050,DAVAO BAJADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060,MARKET SQUARE DAGUPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
061,ANTIPOLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
063,ANONAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072,PHILCOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
075,CABANATUAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077,BALIUAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081,WALTERMART DASMARINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
087,CAVITE FELIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092,SAN PEDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094,TARLAC HI-WAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,SUMULONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,CDO DIVISORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
