,,,MDSCSI Sales TC/AC,,,,Voice Sales TC/AC,,,,Web Sales TC/AC,,,,GcashMiniProgram Sales TC/AC,,,,Mobile Apps Sales TC/AC,,,,CTC Sales TC/AC,,,,fbchatbot Sales TC/AC,
Store Code,Store Name,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,
003,GREENHILLS,,433044.5,882,490.98,,119731.59,241,496.81,,68352.62,144,474.67,,7893.00,14,563.79,,234519.29,477,491.65,,0,0,0,,2548.00,6,424.67,,
005,DAU,,225801.31,442,510.86,,3343.29,7,477.61,,36902.32,87,424.16,,3531.00,10,353.10,,180697.70,335,539.40,,0,0,0,,1327.00,3,442.33,,
008,QUEZON AVE,,147555.64,304,485.38,,54266.82,103,526.86,,21366.85,36,593.52,,1367.00,3,455.67,,70554.97,162,435.52,,0,0,0,,0,0,0,,
009,GREENBELT,,463322.27,983,471.33,,115382.00,264,437.05,,104440.27,197,530.15,,3114.00,7,444.86,,240386.00,515,466.77,,0,0,0,,0,0,0,,
013,AURORA BLVD.,,425863.91,1006,423.32,,115882.33,253,458.03,,61839.48,143,432.44,,5262.00,12,438.50,,242514.10,597,406.22,,0,0,0,,366.00,1,366.00,,
014,ALABANG,,1174420.24,2318,506.65,,305088.43,535,570.26,,248605.90,500,497.21,,8874.00,24,369.75,,611438.91,1257,486.43,,0,0,0,,413.00,2,206.50,,
018,MCS,,712175.44,1594,446.79,,135236.22,267,506.50,,133370.75,321,415.49,,6646.00,21,316.48,,436623.47,984,443.72,,0,0,0,,299.00,1,299.00,,
025,LA SALLE TAFT,,909566.37,1986,457.99,,230145.16,427,538.98,,147379.34,342,430.93,,10173.00,29,350.79,,516716.87,1177,439.01,,0,0,0,,5152.00,11,468.36,,
026,COMMONWEALTH,,623840.9,1171,532.74,,156226.99,233,670.50,,130125.76,249,522.59,,9491.00,26,365.04,,324928.15,658,493.81,,0,0,0,,3069.00,5,613.80,,
028,LAS PINAS,,1616645.24,3409,474.23,,482708.56,1057,456.68,,256470.97,583,439.92,,17274.00,36,479.83,,859252.71,1732,496.10,,0,0,0,,939.00,1,939.00,,
