,,,Day 1,,Day 2,,Day 3,,Day 4,,Day 5,,Day 6,,Day 7,,Day 8,,Day 9,,Day 10,,Day 11,,Day 12,,Day 13,,Day 14,,Day 15,,Day 16,,Day 17,,Day 18,,Day 19,,Day 20,,Day 21,,Day 22,,Day 23,,Day 24,,Day 25,,Day 26,,Day 27,,Day 28,,Day 29,,Day 30,,Day 31,,,,MDSCSI Sales,
Store Code,Store Name,,TC, Gross Sales, Net Sales,,TC, Gross Sales, Net Sales,,TC, Gross Sales, Net Sales,,TC, Gross Sales, Net Sales,,TC, Gross Sales, Net Sales,,TC, Gross Sales, Net Sales,,
003,GREENHILLS,,13,9105.57,7920.54,,26,13895.43,11732.16,,40,20878.14,17091.89,,29,13205.72,10866.99,,30,14102.28,11776.78,,28,11632.86,9235.74,,35,16174.18,13225.78,,50,30361.86,25295.52,,35,17171.18,14361.62,,28,12225.29,10081.24,,35,16029.43,13120.73,,30,18343.13,15574.02,,28,11507.42,9458.91,,34,20464.72,17141.95,,35,16473.56,13625.03,,31,20251.14,17166.99,,29,13295.62,11436.62,,37,16265.14,13329.45,,27,10324.86,8341.97,,37,19168.86,15941.95,,31,13996.29,11648.95,,35,18604.13,15666.07,,23,12054.00,9949.13,,30,15648.86,12866.07,,33,14579.87,11932.11,,29,15072.87,12541.97,,47,26456.43,22490.16,,28,14817.57,12177.67,,38,16451.99,13439.29,,40,18489.72,15727.67,,38,19960.29,16732.16,,
005,DAU,,24,9899.14,7862.49,,32,14122.00,11208.92,,25,14068.00,11466.98,,26,12393.85,10043.74,,35,21976.00,18113.40,,17,7238.43,5769.65,,17,7136.00,5639.99,,26,13555.72,11041.07,,20,10401.29,8466.95,,28,17003.00,14002.67,,28,10615.00,8252.68,,21,8844.00,6977.67,,17,7089.86,5675.02,,20,12694.00,10458.92,,20,11720.00,9589.28,,32,14892.57,11933.91,,29,12131.00,9608.93,,29,11060.33,8769.65,,12,5160.14,4159.82,,14,6446.00,5142.86,,16,6006.00,4662.52,,21,10558.43,8567.84,,19,9164.29,7424.12,,19,8996.71,7267.84,,21,13784.00,11388.39,,12,4731.00,3699.13,,15,5853.71,4636.62,,12,3891.71,3031.62,,12,4672.00,3646.43,,21,9790.71,7867.86,,16,8271.86,6775.91,,
008,QUEZON AVE,,4,2438.00,2001.79,,7,3070.43,2580.37,,8,3186.14,2745.54,,10,5468.29,4562.51,,12,6320.57,5264.28,,4,1295.00,981.25,,10,4920.58,4089.28,,15,7628.87,6652.66,,5,2224.28,2009.83,,8,3293.71,2887.50,,6,2480.86,2085.71,,7,1975.14,1506.25,,8,2480.14,1913.39,,15,5957.87,4958.92,,15,6289.29,5235.71,,13,5745.28,5030.35,,8,4512.99,4063.39,,12,6323.86,5177.67,,20,7671.57,6109.81,,18,7107.29,5879.44,,11,5889.72,5077.67,,14,4883.43,4024.98,,12,4487.29,3581.26,,13,5930.86,4804.46,,11,4960.85,4318.75,,15,5574.86,4597.33,,12,5612.71,4599.12,,6,1956.57,1512.50,,21,7866.71,6528.57,,8,2615.72,2121.44,,8,3703.71,3199.99,,
009,GREENBELT,,25,11272.56,9349.09,,57,27089.14,22098.96,,29,13490.28,11034.49,,38,17443.72,14228.40,,46,17663.71,14130.56,,37,15078.42,11942.89,,43,21037.71,17245.56,,64,36348.56,30194.44,,36,19719.86,16220.54,,38,21487.72,17792.85,,33,14703.14,12290.20,,49,19841.42,16004.45,,53,31558.86,26281.26,,56,29509.57,24223.76,,55,26376.86,21572.34,,47,23470.57,19468.73,,24,9489.00,7670.55,,37,16153.13,13056.24,,39,17322.01,14258.04,,53,24747.29,20305.36,,57,22697.56,18376.75,,46,30003.71,25332.14,,49,26112.14,21696.56,,34,15207.14,12424.82,,31,15409.86,12589.32,,37,12266.72,9969.66,,34,15333.28,12638.38,,49,21139.42,17540.15,,50,21596.30,17437.55,,35,18631.72,15461.43,,41,18581.85,15142.87,,
010,ROXAS BOULEVARD BACLARAN,,7,3141.00,2498.22,,9,4497.29,3664.30,,15,7024.15,5878.56,,6,2908.43,2493.75,,10,4064.14,3213.39,,9,3577.57,2880.35,,8,2396.86,1823.21,,6,2847.00,2279.47,,11,4867.71,3984.83,,6,2052.00,1585.39,,9,3051.71,2372.33,,8,3568.27,3055.35,,12,4739.29,3974.11,,12,5585.14,4741.07,,7,3719.29,3232.15,,5,3392.43,3019.64,,4,2200.00,1789.29,,8,2864.57,2255.37,,7,3359.00,2782.14,,5,2079.00,1660.71,,3,1397.00,1116.07,,5,1983.57,1623.22,,11,7605.14,6381.26,,11,4968.28,4322.31,,5,2112.00,1827.69,,8,5066.00,4173.20,,4,1677.86,1508.03,,4,1042.57,800.01,,6,2502.00,2162.50,,5,2963.14,2558.02,,11,6840.71,5657.15,,
013,AURORA BLVD.,,22,9565.14,8006.25,,33,14899.56,12267.88,,29,11110.72,9410.72,,43,19364.14,15701.78,,37,15690.29,12873.90,,27,11803.58,9480.38,,37,16782.15,13544.57,,37,15964.29,13229.45,,42,20718.13,17577.51,,33,13261.14,10641.77,,37,17950.86,14727.70,,26,10436.22,8798.79,,42,18433.57,14979.28,,30,18171.99,15467.85,,38,14524.57,11773.23,,38,15566.70,12884.61,,31,14026.43,11943.74,,30,12675.08,10390.19,,46,18806.15,15511.63,,34,12474.30,10273.23,,39,21541.87,18703.38,,37,15825.44,13093.59,,29,11434.42,9880.36,,37,20182.13,16905.35,,33,15326.57,12559.63,,36,14652.13,12065.15,,29,19187.00,16253.58,,41,15576.73,12855.37,,37,14818.56,12472.13,,44,19981.41,16662.49,,34,15147.13,12544.65,,
014,ALABANG,,61,31976.75,26704.50,,59,30825.50,25470.53,,70,38652.95,32158.94,,82,35897.85,29147.32,,83,39337.99,32147.36,,57,32695.56,27107.11,,79,36731.70,30486.60,,91,55613.47,47200.88,,66,29557.05,24164.25,,47,26395.43,22065.18,,77,39043.86,32589.26,,62,30133.58,24834.80,,65,30020.56,24677.68,,94,44704.27,36849.14,,77,43676.26,37016.99,,73,40566.00,33738.24,,79,36348.56,29789.25,,62,25132.72,20475.94,,76,33758.71,27411.40,,80,43835.28,36665.14,,79,43985.13,36543.77,,80,39481.71,32788.40,,72,35654.28,29835.53,,54,29413.14,24618.72,,72,33227.19,27634.83,,62,33843.28,28133.05,,54,28826.72,24178.10,,69,34270.01,28229.28,,72,41228.98,34491.98,,68,37845.99,31989.04,,86,45275.62,37460.69,,
018,MCS,,26,10314.08,8457.36,,37,15296.61,12324.98,,45,19457.87,15812.54,,55,28963.72,23991.95,,44,15086.61,12015.12,,58,24355.00,19495.55,,57,20127.30,15980.28,,50,21018.71,17129.46,,54,28131.89,22873.92,,34,15871.49,13096.47,,44,19801.14,16091.05,,52,21137.56,17476.79,,54,22966.99,18574.30,,55,19972.43,15762.95,,51,20527.38,16869.51,,52,24498.56,19996.42,,48,17501.36,13944.61,,45,21647.85,17819.21,,48,22603.11,18378.51,,49,18521.71,14768.67,,60,24995.87,20238.23,,56,23360.19,18939.10,,58,23115.89,18462.48,,28,10110.14,8049.13,,37,15878.57,12741.98,,33,11607.57,9141.10,,37,25726.42,21544.66,,49,24259.43,19825.90,,48,21565.14,17928.58,,46,20846.72,17004.45,,43,18235.00,14787.34,,
025,LA SALLE TAFT,,32,15861.35,13139.28,,57,25622.07,21028.57,,89,42327.42,34754.47,,67,27000.71,21648.88,,72,31182.86,25483.92,,75,30238.64,24354.25,,66,27376.14,22150.93,,73,30667.90,24779.48,,64,25192.98,20473.21,,74,33070.58,27268.74,,68,27908.57,22846.39,,67,27290.29,22430.32,,58,23302.86,18614.28,,63,24568.23,19955.32,,78,35713.15,29315.99,,57,21711.48,17516.25,,62,28198.55,22906.27,,59,36622.14,30578.57,,71,30209.89,24891.95,,63,27276.75,22163.22,,65,29897.15,24561.39,,66,27429.33,22548.42,,68,27640.42,22200.90,,77,32735.14,26838.38,,61,23936.79,19394.66,,47,18058.43,14557.16,,58,21817.18,17684.83,,49,19688.28,15922.54,,79,30474.54,24556.05,,51,21752.47,18336.60,,62,27459.56,22172.26,,
026,COMMONWEALTH,,25,12323.29,10269.64,,27,13559.85,11171.42,,31,17013.58,14142.85,,38,17313.29,14334.83,,34,16366.13,13650.91,,38,20195.14,16544.64,,36,16727.94,14097.33,,39,19603.75,16181.26,,37,18402.46,15022.31,,30,12871.14,10633.95,,40,17889.37,14848.22,,30,13908.28,12062.49,,27,13502.00,11293.78,,40,17757.14,14594.64,,41,21002.56,17868.73,,48,21804.30,18062.50,,36,17656.94,14871.41,,29,12829.99,10597.30,,37,20698.42,17319.65,,41,21376.18,18037.48,,48,26156.41,22222.32,,38,18359.86,15611.54,,49,23478.14,19725.00,,31,16069.56,13364.29,,35,20698.73,17595.52,,38,18628.37,15433.91,,38,15338.85,12314.27,,42,20447.50,16785.70,,34,18054.57,15148.23,,44,19511.72,16224.90,,44,23921.58,19968.73,,
