,,1-2018 Breakfast Monthly Report
store_code,store_name,tc,sales,net_sales,
595,DAVAO BUHANGIN,214,90380.43,73540.15,
598,MOONWALK,702,265636.29,217008.00,
600,UP TOWN CENTER,488,177736.62,143301.79,
602,NORTH MOLINO,163,75755.94,62769.67,
608,JUAN LUNA,170,76152.69,63278.62,
612,VALLEY 1,219,83840.13,68948.27,
613,NEW PANADEROS EXTENSION,312,129974.22,107091.04,
615,CARMONA,177,97030.14,80833.06,
616,MARCOS ALVAREZ,342,126831.90,105115.18,
617,TIKLING,375,183008.94,152842.86,
618,ANGONO,209,94204.03,77732.17,
626,SILANG HIWAY CAVITE,25,15159.00,12641.97,
640,QH NOVALICHES,169,66968.46,56470.56,
647,KAUSWAGAN HIGHWAY,27,15717.14,13264.26,
648,PASIG CARUNCHO,189,66592.57,53435.66,
654,MALABON RIZAL,357,130898.40,108856.26,
655,CARTIMAR,76,24882.72,19911.60,
656,BACOLOD ARANETA,19,17000.00,14665.17,
662,JP RIZAL MARIKINA,105,38252.34,31846.42,
671,MAYAPA CANLUBANG,76,50878.00,42712.50,
,Total,92383,37425282,30722740.75,
