,,1-2018 Breakfast Monthly Report
store_code,store_name,tc,sales,net_sales,
003,GREENHILLS,893,360762.55,297327.96,
005,DAU,130,48962.87,39289.30,
007,UN AVENUE,406,282668.36,239886.52,
008,QUEZON AVE,660,293280.77,247177.69,
009,GREENBELT,833,321452.76,259800.85,
010,ROXAS BOULEVARD BACLARAN,240,93770.45,77168.80,
013,AURORA BLVD.,300,96363.88,77495.48,
014,ALABANG,699,307980.76,253149.08,
018,MCS,1064,470583.75,384845.41,
025,LA SALLE TAFT,1198,394984.08,313840.26,
026,COMMONWEALTH,526,240244.38,200595.56,
028,LAS PINAS,726,255131.92,211562.57,
029,KATIPUNAN,722,288830.97,236045.59,
030,SAN FERNANDO DOLORES,113,56594.22,47282.12,
032,E.RODRIGUEZ,765,337353.08,279600.74,
034,GOVERNOR FORBES,763,247519.40,197665.96,
035,TARLAC ROMULO,293,123312.20,101631.24,
037,MARCOS HIGHWAY,354,139536.50,116389.29,
038,BACOLOD LACSON,249,118115.93,97866.11,
039,BINAN,186,72810.85,58612.57,
040,RETIRO,609,275971.92,231251.00,
044,CDO LIMKETKAI,94,62489.86,52559.86,
048,CEBU JONES,623,239135.72,193676.77,
050,DAVAO BAJADA,467,153467.47,121601.83,
061,ANTIPOLO,505,211772.39,174276.76,
063,ANONAS,527,171670.66,139002.77,
068,SAN FERNANDO 2,35,15662.43,12781.22,
072,PHILCOA,449,168989.76,138027.81,
075,CABANATUAN,35,10243.00,7895.53,
087,CAVITE FELIPE,187,80830.10,68061.61,
092,SAN PEDRO,455,185073.14,153816.03,
094,TARLAC HI-WAY,177,93266.58,77544.60,
101,SUMULONG,596,211262.82,173035.70,
106,CDO DIVISORIA,124,60134.11,49444.63,
116,METROLANE,455,162280.58,133282.15,
117,VALENZUELA SOUTH,1053,404557.48,329476.89,
119,MINDANAO AVENUE,741,278906.42,231922.44,
128,GUADALUPE MALL,533,213284.74,174207.10,
129,BOCAUE,103,43741.21,35749.13,
131,C & B MARIKINA,605,221872.82,184408.01,
136,SAN MATEO,172,74204.35,61043.74,
138,GEN LUNA,437,171308.55,138784.82,
140,JP RIZAL,651,257569.53,209438.41,
141,DASMA BAYAN,216,87342.34,71996.40,
144,VISAYAS AVENUE,399,165198.47,137147.24,
146,CAPAS TARLAC,10,4606.00,3755.35,
149,SAN JOAQUIN,348,159238.56,132866.05,
150,CARMEN,1,365.00,290.18,
158,STA CRUZ CHURCH,328,162505.51,135770.51,
164,MUNTINLUPA,554,242572.98,201278.62,
169,PATEROS BAYAN,418,155194.92,126532.19,
172,KABIHASNAN,760,300204.74,244825.03,
174,WEST AVENUE,328,151011.59,125667.01,
178,PACO,628,214111.07,174624.18,
179,LEMERY,19,10000.86,8355.37,
181,RFC MOLINO,345,137337.15,112008.87,
183,WALTERMART CALAMBA,115,62141.39,51556.27,
186,BANAUE,391,156861.63,129325.81,
187,EDSA ROTONDA,320,120288.15,97677.61,
189,TAGAYTAY OLIVAREZ,263,153473.31,128807.95,
190,BARANGKA,1438,509038.82,410441.97,
193,MATALINO,659,301962.78,250216.86,
195,PROJECT 8,551,219111.77,183137.55,
200,TOMAS MORATO,562,223409.12,184269.62,
201,DAVAO ILUSTRE,231,111216.86,91667.82,
203,TANZA,87,38732.29,31642.86,
206,MAKATI AVE,961,377258.54,304265.27,
209,MUNOZ,455,190848.37,158039.24,
211,CABUYAO,120,59018.39,48680.37,
215,PEDRO GIL,606,271580.06,222068.68,
216,TIERRA PURA,756,323697.42,266578.53,
218,EDSA PANAY,571,227132.90,184773.15,
221,KINGSWOOD,748,272198.30,221391.10,
222,TIMES PERPETUAL,339,112238.98,91156.31,
224,LEPANTO,470,182409.03,149579.39,
225,P CAMPA,381,117852.98,93629.39,
226,AIRPORT ROAD,364,159490.38,131035.67,
228,BUENDIA,498,177971.71,141682.21,
229,REGALADO,428,162519.77,133434.78,
230,PRC STA.ANA,823,267451.07,215340.09,
233,QA BANAWE,426,202650.79,169093.71,
235,GEN. TRIAS,99,55773.15,46591.09,
237,NORTH AVENUE,755,290161.79,237393.72,
239,MASINAG,384,152464.84,126855.41,
243,LAGUNA BEL AIR,398,209592.57,173901.79,
246,EASTWOOD,508,194658.58,157951.70,
248,MALOLOS SOUTH,114,53954.85,44648.22,
249,MCU,376,148075.35,122524.90,
250,EVANGELISTA,757,296096.84,242641.98,
264,QUIRINO TAFT,867,280621.16,222925.98,
270,TACLOBAN,9,4179.00,3409.81,
273,BACOLOD LOPUEZ,88,37530.55,31064.26,
274,CEBU LAPU-LAPU,314,139875.52,114199.92,
276,SM BICUTAN (MALL),146,100296.01,84900.04,
277,CEBU JY,390,128467.05,102585.77,
278,EDSA BONI,1386,428597.86,337654.27,
280,CEBU SOUTHROAD,202,108508.88,91491.93,
283,FORBES TOWN CENTER,651,237547.72,190612.57,
290,JACKMAN MONUMENTO,390,195754.18,167353.60,
292,MARKET MARKET,190,80646.14,65404.46,
299,EMERALD SHELL,491,255540.02,211414.29,
301,PEOPLE SUPPORT,171,65844.30,52905.33,
302,BANKMER,350,165537.50,135788.36,
305,BINONDO,729,243634.15,201475.80,
307,EL PUEBLO,1010,491565.42,405449.84,
311,SUCAT PALANYAG,217,89376.18,73465.16,
317,AYALA MADRIGAL,68,38848.43,32304.49,
320,CEBU NORTHROAD,137,64815.79,53240.16,
322,NORTHGATE,526,250063.41,207482.83,
326,STRATA 100,187,101929.86,85083.06,
327,EDSA IT CENTER,606,245054.43,199481.18,
329,OLONGAPO GAPAN ROAD,21,11976.14,9983.05,
330,VALERO VERA,778,334239.77,272828.57,
335,32ND BRIDGESTONE,611,345138.43,287450.80,
338,IMUS CAVITE,265,101528.58,82614.33,
339,STA MARIA BULACAN,87,43472.57,35912.54,
342,CEBU ESCARIO,281,119319.00,97968.78,
343,ROBINSONS PIONEER,230,83214.18,67224.05,
347,MCKINLEY HILL,923,335308.29,268033.89,
348,DAVAO DAMOSA,280,119467.71,97010.63,
350,DAVAO MATINA,367,146414.95,118465.18,
351,AMANG RODRIGUEZ,696,260926.79,213864.25,
352,WORLDWIDE CENTER,832,330352.63,270717.90,
354,FARMERS MARKET,462,199391.02,164037.59,
356,PUREGOLD AGORA,841,331077.15,271985.81,
358,CEBU TABUNOK,129,60556.62,50428.59,
359,TYCOON CENTER,23,21963.43,18892.87,
367,FRONTERA VERDE,672,272780.49,224682.93,
373,Q PLAZA,251,84701.83,68823.23,
377,C5 METROPOLI,210,101409.47,84912.54,
379,ZABARTE,95,41126.01,34124.12,
380,CYBERZONE 2,294,122325.72,99546.44,
382,NEWPORT,381,188895.58,157086.67,
383,BSU MALOLOS,206,96978.62,80408.91,
385,CASIMIRO,710,327557.82,277605.48,
387,WEST FAIRVIEW,488,182104.73,148946.47,
393,MARCOS ANTIPOLO (FILINVEST),281,86718.90,70862.75,
407,ORTIGAS EXTENSION CAINTA,516,224724.08,186796.39,
408,STA. ANA,275,96769.49,79293.68,
411,ANTIPOLO CIRCUMFERENTIAL,237,104896.90,87892.92,
417,NEW MOLINO,175,77865.85,64604.37,
419,NUENO,352,139531.94,113833.86,
420,NEW CONGRESSIONAL,453,154749.03,126462.57,
423,PUREGOLD MONTALBAN,242,106973.15,88206.25,
424,PIONEER RELIANCE,753,345927.17,286483.92,
426,GRANADA,1127,395979.11,325430.27,
427,BUENDIA PASAY,547,217051.72,177730.32,
430,STO TOMAS,175,111592.86,93517.80,
432,SUPER 8,384,157386.51,129129.55,
433,PONTEVIA (DAANG HARI),227,97160.06,80324.18,
435,CAINTA POBLACION,348,131239.09,106577.72,
436,PUREGOLD SOUTH PARK,409,136603.52,113389.35,
440,DAVAO STA. ANA,266,117578.13,95884.80,
441,SOUTHWOODS ECOCENTRUM,236,81469.86,66894.61,
444,PUREGOLD TAGUIG,818,273713.90,219165.16,
445,KARANGALAN,279,100937.30,83033.89,
447,PASO DE BLAS,231,153169.36,130002.66,
448,CALAMBA HIGHWAY,46,20063.00,16270.56,
453,LIPA C.M. RECTO,233,117844.32,98010.85,
454,BLUE RIDGE,638,265632.71,220728.66,
459,DASMA PALA-PALA,212,83660.44,67604.47,
460,SUMULONG SAN ISIDRO,371,129038.93,106915.24,
462,FORTUNATA,431,163359.78,133697.22,
467,CEBU NORTH RECLAMATION,288,103595.00,82427.62,
47,MASANGKAY,433,145260.50,120902.63,
470,SAN PABLO PLAZA,209,90990.85,75000.03,
471,BENCH TAGUIG,107,40329.27,32631.25,
473,THE MACTAN NEWTOWN,199,77442.42,62231.18,
474,HOMEWORKS,322,118506.95,98858.90,
478,DONA SOLEDAD,1139,426841.90,352965.18,
479,MAGELLANS CROSS,100,46988.57,38644.62,
480,CONSOLACION CEBU,124,50418.28,40835.71,
481,JOSE ABAD SANTOS,249,105866.14,87815.22,
483,COMMERCE AVENUE,571,227522.86,186884.91,
485,ETON CENTRIS,387,215235.17,180820.52,
488,ANGELES INTERSECTION,328,121293.70,96800.05,
489,CONCEPCION MARIKINA,352,146558.54,121178.61,
493,NOVA BAYAN,347,141623.96,116730.40,
494,PULILAN,74,43759.56,36549.10,
497,PUREGOLD TAGAPO,166,67063.21,54699.12,
502,ARVO MALL (SALAWAG DASMA),135,58332.14,47584.81,
504,PADRE FAURA,687,262467.89,213855.48,
505,BLUE BAY WALK,714,401911.99,335373.06,
507,DON ANTONIO,412,169679.69,142121.42,
508,MCARTHUR MAIMPIS,174,91018.19,75898.23,
509,UST P. NOVAL,532,148866.99,115960.68,
510,SUN MALL-WELCOME ROTONDA,597,180915.37,145246.53,
519,NAVOTAS,178,83757.38,70072.27,
522,SUCAT SAN ANTONIO,365,151018.70,125068.69,
524,ALMANZA,483,169305.64,139361.63,
531,PUREGOLD FTI,340,169835.73,140989.31,
536,TANDANG SORA,179,68479.49,56785.68,
538,C RAYMUNDO,1260,451567.19,366178.63,
539,TAYUMAN,354,149309.47,122416.08,
544,SOUTH COAST CENTER,87,34649.51,28245.52,
545,REAL,282,104809.32,85356.30,
547,BINANGONAN,202,74068.87,59894.62,
552,SHAW CENTER MALL,534,198986.60,162394.77,
554,10th AVENUE,121,47612.73,39458.03,
559,ROOSEVELT,287,102740.43,85557.09,
560,MATINA CROSSING,332,123002.44,99273.15,
564,STARMALL SANTA ROSA,192,105328.57,87721.51,
565,LUZON COMMONWEALTH,368,139782.13,114430.36,
567,PINAGSAMA TAGUIG,150,50217.84,40313.44,
569,CLARK GATE,355,181923.56,149990.07,
571,AS FORTUNA,429,152277.02,122673.31,
574,CAMARIN,383,144749.74,118200.01,
575,KAWIT CENTENNIAL,285,119235.21,97678.48,
576,ANTLERS DASMA,189,66527.78,53018.72,
578,QH LAGRO,416,155498.38,128877.72,
579,DAVAO PAMPANGA,129,62821.10,51767.00,
580,MALOLOS ARCH,114,58629.44,48714.25,
582,TAMBO LIPA,223,108919.84,90049.13,
583,BALIBAGO,126,51680.01,42057.13,
588,CEBU BUSINESS PARK,355,165772.29,135507.06,
592,TACLOBAN REAL,24,6311.00,4777.64,
