,,3-2021 Breakfast Monthly Report
store_code,store_name,tc,sales,net_sales,
003,GREENHILLS,268,136064.14,118266.80,
005,DAU,135,51843.14,43193.73,
008,QUEZON AVE,75,31256.14,27271.45,
009,GREENBELT,396,171352.40,145231.79,
013,AURORA BLVD.,249,106728.73,91491.85,
014,ALABANG,561,232463.18,199006.42,
018,MCS,373,144779.85,121981.80,
025,LA SALLE TAFT,430,168488.97,144373.49,
026,COMMONWEALTH,381,172139.56,150569.69,
028,LAS PINAS,618,235269.74,209483.92,
029,KATIPUNAN,272,114295.56,100522.15,
030,SAN FERNANDO DOLORES,127,58268.01,50722.12,
032,E.RODRIGUEZ,261,107830.48,94232.12,
034,GOVERNOR FORBES,599,227162.10,195436.07,
035,TARLAC ROMULO,179,72373.40,60719.66,
037,MARCOS HIGHWAY,302,112130.29,97449.32,
038,BACOLOD LACSON,78,31773.30,26828.57,
040,RETIRO,321,133084.13,119111.13,
044,CDO LIMKETKAI,60,22256.00,17915.00,
048,CEBU JONES,100,59236.14,50605.88,
050,DAVAO BAJADA,89,34818.87,28902.63,
060,MARKET SQUARE DAGUPAN,68,29082.00,24609.86,
061,ANTIPOLO,703,296775.90,254482.22,
063,ANONAS,318,117547.85,101958.06,
072,PHILCOA,85,36043.33,31448.22,
075,CABANATUAN,142,54310.71,44864.36,
077,BALIUAG,387,153118.60,130135.31,
081,WALTERMART DASMARINAS,186,71070.13,58600.70,
087,CAVITE FELIPE,886,343382.28,288601.20,
092,SAN PEDRO,900,367020.59,317067.16,
094,TARLAC HI-WAY,178,79341.86,67427.65,
101,SUMULONG,343,116434.28,100989.15,
108,ANGELES,133,59147.29,49844.65,
116,METROLANE,309,123182.87,106117.39,
117,VALENZUELA SOUTH,586,266798.76,233671.19,
119,MINDANAO AVENUE,58,31383.49,28287.50,
125,UP VEGA,642,279903.30,237791.28,
128,GUADALUPE MALL,421,152210.32,129894.76,
129,BOCAUE,350,137896.13,116149.65,
131,C & B MARIKINA,531,218062.22,193468.33,
133,SAN PABLO,194,86679.85,74071.52,
138,GEN LUNA,149,64206.85,55333.27,
140,JP RIZAL,499,208355.42,178257.93,
141,DASMA BAYAN,514,211606.26,180335.23,
144,VISAYAS AVENUE,332,135719.72,117854.54,
146,CAPAS TARLAC,321,165898.57,142707.47,
149,SAN JOAQUIN,443,200375.47,171366.53,
150,CARMEN,166,91242.57,78719.64,
157,TARLAC TOWN CENTER,79,36099.14,30417.63,
158,STA CRUZ CHURCH,37,14123.13,12189.26,
164,MUNTINLUPA,499,215169.88,185453.69,
169,PATEROS BAYAN,266,101025.32,86937.50,
172,KABIHASNAN,281,104686.03,88249.89,
174,WEST AVENUE,219,89818.98,77773.17,
176,MARY MART ILOILO,18,5701.00,4446.25,
178,PACO,499,203165.82,176482.06,
179,LEMERY,401,217861.44,188308.74,
181,RFC MOLINO,593,230931.00,195525.43,
182,TANAUAN,176,85034.30,72865.08,
183,WALTERMART CALAMBA,55,24237.00,20196.42,
186,BANAUE,78,30533.87,26793.57,
187,EDSA ROTONDA,214,83289.82,72116.76,
189,TAGAYTAY OLIVAREZ,194,75673.74,63018.42,
190,BARANGKA,830,319603.72,273109.34,
193,MATALINO,486,189294.66,165373.55,
194,LUCENA QA,288,126185.86,107625.96,
195,PROJECT 8,365,136502.06,118348.08,
200,TOMAS MORATO,261,115267.87,100575.09,
201,DAVAO ILUSTRE,4,1061.00,816.07,
203,TANZA,725,305253.22,257540.10,
206,MAKATI AVE,525,217418.93,183559.96,
209,MUNOZ,225,92112.13,79645.32,
211,CABUYAO,1009,463620.80,395149.64,
215,PEDRO GIL,89,44277.58,38254.07,
216,TIERRA PURA,375,175782.93,154981.98,
218,EDSA PANAY,144,96046.73,84725.85,
220,LAOAG,240,108529.58,91840.98,
221,KINGSWOOD,506,198602.42,168018.26,
222,TIMES PERPETUAL,497,187714.30,163461.04,
224,LEPANTO,30,15192.86,12963.39,
226,AIRPORT ROAD,233,107213.85,91283.06,
228,BUENDIA,267,114535.57,96718.01,
229,REGALADO,275,117992.47,101225.29,
230,PRC STA.ANA,370,132671.19,112245.69,
233,QA BANAWE,161,70827.49,61384.19,
234,STA CRUZ LAGUNA,284,131963.07,113385.48,
235,GEN. TRIAS,955,429288.99,364098.00,
243,LAGUNA BEL AIR,508,237419.14,201442.09,
246,EASTWOOD,224,90559.39,76912.51,
248,MALOLOS SOUTH,377,186642.48,160750.10,
249,MCU,283,125744.85,110995.50,
250,EVANGELISTA,407,167802.80,144500.41,
256,BAUAN,117,53987.57,45923.17,
263,NAGA C/P,53,25706.85,21618.60,
264,QUIRINO TAFT,204,85993.85,73716.82,
265,CANDON,92,40046.00,33480.38,
269,TUGUEGARAO,220,78156.00,63441.71,
270,TACLOBAN,127,49018.57,40106.96,
272,BALAYAN,169,77817.28,66263.19,
273,BACOLOD LOPUEZ,103,42433.01,35454.28,
274,CEBU LAPU-LAPU,125,48706.73,40882.51,
276,SM BICUTAN (MALL),119,61710.38,53412.48,
277,CEBU JY,70,30320.57,25648.03,
278,EDSA BONI,410,157292.56,131401.81,
279,BQ MALL BOHOL,126,45404.00,36714.63,
280,CEBU SOUTHROAD,117,45754.87,38676.98,
283,FORBES TOWN CENTER,129,52655.85,44398.74,
284,OLONGAPO RIZAL,375,157694.28,132441.09,
285,LA TRINIDAD,137,67040.00,57209.60,
290,JACKMAN MONUMENTO,110,46891.16,41439.15,
292,MARKET MARKET,8,3682.57,3138.22,
296,OZAMIZ,89,36722.29,30768.74,
297,MACAPAGAL,87,42587.85,36922.31,
299,EMERALD SHELL,222,104353.43,89536.31,
300,ZAMBOANGA LAPURISIMA,82,34224.00,28632.16,
301,PEOPLE SUPPORT,41,18645.14,16019.62,
305,BINONDO,397,160271.22,144577.96,
307,EL PUEBLO,111,50180.15,41918.37,
311,SUCAT PALANYAG,313,118363.93,100652.61,
314,GISELLE PLAZA,76,32309.27,27603.36,
320,CEBU NORTHROAD,91,34916.57,29084.85,
322,NORTHGATE,444,176789.85,150674.24,
327,EDSA IT CENTER,253,95806.15,79747.82,
329,OLONGAPO GAPAN ROAD,109,47159.57,39649.26,
330,VALERO VERA,338,149690.45,125246.17,
332,TM KALAW,69,33183.14,28143.39,
335,32ND BRIDGESTONE,348,143015.15,119469.61,
338,IMUS CAVITE,462,183881.65,155340.53,
339,STA MARIA BULACAN,397,167828.20,141432.41,
341,365 PLAZA SAN NICOLAS,63,26884.00,22603.60,
342,CEBU ESCARIO,74,30010.00,25504.98,
347,MCKINLEY HILL,137,57408.14,48247.23,
348,DAVAO DAMOSA,119,60773.71,51639.26,
350,DAVAO MATINA,312,118568.09,99030.26,
351,AMANG RODRIGUEZ,617,243229.40,207697.33,
352,WORLDWIDE CENTER,198,87985.45,75547.57,
353,JARO ILOILO,39,14480.15,11966.63,
356,PUREGOLD AGORA,441,184458.74,160208.59,
358,CEBU TABUNOK,150,66751.69,56852.40,
359,TYCOON CENTER,196,84765.44,71753.34,
367,FRONTERA VERDE,321,132370.98,113607.62,
370,COTABATO,436,191816.58,160710.99,
373,Q PLAZA,191,73269.55,63611.61,
374,TIMOG,253,103782.12,89583.53,
377,C5 METROPOLI,165,72799.56,64279.47,
379,ZABARTE,180,75757.87,64684.45,
382,NEWPORT,217,92561.78,79477.13,
383,BSU MALOLOS,220,99905.13,85452.53,
385,CASIMIRO,349,138599.80,119489.64,
387,WEST FAIRVIEW,335,133812.56,114805.00,
393,MARCOS ANTIPOLO (FILINVEST),523,196030.07,173333.02,
395,SM SAN PABLO,55,31117.28,27282.35,
397,SM NOVALICHES,38,14410.86,12126.79,
401,GENSAN HIGHWAY,41,18965.00,16058.05,
404,ISETANN RECTO,13,5086.00,4103.55,
405,NEPO ANGELES,154,64944.85,54825.42,
406,SUMULONG ANTIPOLO,82,39398.14,34357.69,
407,ORTIGAS EXTENSION CAINTA,285,106406.72,90611.28,
408,STA. ANA,379,143856.76,123888.96,
411,ANTIPOLO CIRCUMFERENTIAL,380,154728.99,132331.91,
412,BAGUIO  INSULAR,139,74380.43,63755.19,
414,CALAPAN,159,72011.14,60488.99,
415,CDO XAVIER,46,23294.43,19716.98,
417,NEW MOLINO,466,191707.40,163962.77,
418,SM ROSARIO,102,52268.75,45183.93,
419,NUENO,497,204589.17,173674.55,
420,NEW CONGRESSIONAL,174,74544.12,66235.01,
423,PUREGOLD MONTALBAN,582,255458.77,217903.12,
424,PIONEER RELIANCE,190,74187.71,62876.93,
426,GRANADA,209,85914.01,74768.75,
427,BUENDIA PASAY,106,50249.45,44115.87,
430,STO TOMAS,675,368152.72,317153.84,
432,SUPER 8,253,98194.02,83300.83,
433,PONTEVIA (DAANG HARI),714,302016.23,255948.46,
435,CAINTA POBLACION,407,158096.70,134906.96,
436,PUREGOLD SOUTH PARK,473,185182.38,162252.01,
440,DAVAO STA. ANA,37,16911.71,14511.32,
441,SOUTHWOODS ECOCENTRUM,672,281969.77,242326.09,
442,NAGA MAGSAYSAY,130,52863.00,43941.98,
444,PUREGOLD TAGUIG,411,166899.06,142646.75,
445,KARANGALAN,297,106701.69,91325.64,
447,PASO DE BLAS,228,103590.04,89547.95,
448,CALAMBA HIGHWAY,434,177744.57,148887.67,
449,TARLAC MOTORWAY,172,73044.17,62527.11,
451,BAGUIO  BONIFACIO,73,32874.00,27726.43,
453,LIPA C.M. RECTO,141,63947.57,54901.38,
454,BLUE RIDGE,300,128214.39,111942.52,
455,CABANATUAN BURGOS,91,42014.00,35558.77,
458,ILIGAN SAN MIGUEL,103,42918.57,36006.99,
459,DASMA PALA-PALA,727,340640.27,291796.23,
460,SUMULONG SAN ISIDRO,244,93120.94,82854.44,
462,FORTUNATA,251,88169.56,74277.62,
463,PALAWAN,210,83573.42,69248.16,
467,CEBU NORTH RECLAMATION,61,27232.72,22855.35,
468,KALIBO,73,28235.00,23126.69,
47,MASANGKAY,137,55601.68,50460.15,
470,SAN PABLO PLAZA,502,228365.49,195696.99,
471,BENCH TAGUIG,48,20674.14,17508.46,
472,SUBIC BAY GATEWAY RIZAL,310,146946.11,129408.20,
473,THE MACTAN NEWTOWN,49,22538.00,19314.27,
474,HOMEWORKS,164,68018.45,59660.68,
475,CALICANTO,250,101414.44,84855.94,
478,DONA SOLEDAD,1288,514263.25,447694.91,
480,CONSOLACION CEBU,149,71542.70,60768.41,
481,JOSE ABAD SANTOS,314,130508.40,115514.10,
483,COMMERCE AVENUE,326,156235.17,133397.14,
485,ETON CENTRIS,16,6885.71,6018.75,
488,ANGELES INTERSECTION,120,50395.14,42284.07,
489,CONCEPCION MARIKINA,375,140524.68,120411.21,
493,NOVA BAYAN,251,110125.20,96725.01,
494,PULILAN,374,175991.31,150112.57,
496,SAN JOSE,336,144163.37,122150.44,
497,PUREGOLD TAGAPO,266,103370.77,86265.15,
499,UPANG,91,38525.00,31971.09,
502,ARVO MALL (SALAWAG DASMA),405,176589.43,151400.73,
503,NAIC HIGHWAY,354,158170.50,134606.09,
504,PADRE FAURA,65,34014.71,29106.66,
