,,3-2021 Breakfast Monthly Report
store_code,store_name,tc,sales,net_sales,
505,BLUE BAY WALK,55,32233.73,28281.20,
507,DON ANTONIO,233,96093.76,83959.30,
508,MCARTHUR MAIMPIS,306,146148.90,124128.47,
510,SUN MALL-WELCOME ROTONDA,473,166824.91,143551.55,
511,SAN JOSE NUEVA ECIJA,27,14545.00,12561.53,
512,ADRIATICO,102,44234.28,37407.12,
515,FAIRVIEW TERRACES,45,17869.00,14829.30,
519,NAVOTAS,299,121426.83,106172.26,
520,TANAY,304,125867.72,105430.02,
522,SUCAT SAN ANTONIO,520,226424.15,195562.21,
524,ALMANZA,445,170983.72,148397.89,
525,ILOILO BUSINESS PARK,49,19211.86,16151.79,
526,MALABON ESCANILLA,124,43138.71,36940.71,
527,B HIVE PLAZA,165,65679.86,56212.94,
531,PUREGOLD FTI,594,257968.02,218218.76,
536,TANDANG SORA,331,125334.53,111305.00,
538,C RAYMUNDO,959,406298.83,350780.28,
540,TANZA TUGUEGARAO,269,103351.00,84602.34,
542,MART ONE,168,69755.57,58013.19,
544,SOUTH COAST CENTER,269,118964.98,100800.59,
545,REAL,442,191365.22,165981.91,
546,MCARTHUR BOCAUE,554,234271.72,197729.58,
547,BINANGONAN,973,423926.52,359244.13,
548,CB MALL,78,48939.28,42162.34,
549,LINGAYEN,172,90166.14,76923.33,
550,VALENCIA,22,7058.00,5439.08,
552,SHAW CENTER MALL,363,147750.25,130249.16,
555,MABALACAT,223,93188.87,78683.77,
556,DINALUPIHAN,281,123536.22,104250.94,
557,SHAW MG TOWER,153,55763.97,48116.94,
559,ROOSEVELT,335,120836.40,106721.54,
560,MATINA CROSSING,387,154116.72,130541.06,
561,MINDANAO CHARBEL,167,61814.54,53229.96,
564,STARMALL SANTA ROSA,716,336307.36,290311.81,
567,PINAGSAMA TAGUIG,203,82303.15,69525.86,
569,CLARK GATE,131,68454.42,58520.15,
570,TRECE TOWER MALL,366,155653.47,131313.62,
571,AS FORTUNA,237,94481.78,79244.29,
572,IBA ZAMBALES,38,18926.00,15935.70,
574,CAMARIN,206,78243.45,66793.62,
575,KAWIT CENTENNIAL,524,235230.17,200060.36,
576,ANTLERS DASMA,473,190799.45,158973.73,
577,BALANGA DIVERSION,164,67625.94,56798.75,
578,QH LAGRO,241,93458.67,82547.90,
579,DAVAO PAMPANGA,97,32484.26,26665.06,
580,MALOLOS ARCH,166,78921.36,67316.90,
582,TAMBO LIPA,114,62677.15,54128.05,
583,BALIBAGO,558,218934.62,184295.53,
585,BF AGUIRRE,335,121892.43,107336.34,
587,JBL SAN FERNANDO,94,46583.44,39922.13,
588,CEBU BUSINESS PARK,69,24559.71,20040.73,
591,RESTAURANTE MORIONES,178,68777.71,58419.90,
592,TACLOBAN REAL,308,115006.29,93714.23,
595,DAVAO BUHANGIN,68,29015.90,24409.80,
596,ZAMBOANGA GUIWAN,107,49367.71,41928.64,
598,MOONWALK,884,362055.30,311284.93,
600,UP TOWN CENTER,184,84165.68,71383.73,
602,NORTH MOLINO,262,104162.30,89153.65,
608,JUAN LUNA,390,175222.02,152268.82,
610,JP LAUREL,133,59663.08,50450.75,
612,VALLEY 1,396,160587.69,138876.38,
613,NEW PANADEROS EXTENSION,372,149120.07,131246.86,
614,ORMOC,26,10582.00,8716.81,
615,CARMONA,879,401330.11,342280.60,
616,MARCOS ALVAREZ,740,292872.97,250886.37,
617,TIKLING,465,194201.56,170741.34,
618,ANGONO,1277,544797.51,463878.03,
619,GREGORIAN,199,71555.28,58180.40,
620,CONCEPCION TARLAC,107,46379.00,39029.27,
624,WINFORD,91,33204.56,27686.48,
625,DEL MONTE,194,80863.71,70952.38,
626,SILANG HIWAY CAVITE,440,199617.83,169584.94,
628,PLARIDEL,431,187140.84,158256.78,
629,DIPOLOG,43,16969.71,13955.35,
631,TANAUAN HIGHWAY,265,150718.28,129798.27,
632,TAGAYTAY CALAMBA,119,56684.99,48619.87,
636,ZAMBOANGA GUSU,92,43441.86,36874.10,
640,QH NOVALICHES,103,41514.09,39660.45,
641,JA CLARIN,134,50375.00,41330.72,
642,SORSOGON,21,7150.00,5683.93,
644,ROSARIO BATANGAS,146,70122.29,59874.05,
646,KJC COMPOUND,174,69274.72,57516.11,
648,PASIG CARUNCHO,480,185411.38,156791.12,
649,CAUAYAN,48,19436.86,16117.85,
652,STA. CLARA,306,139083.00,118267.24,
653,CLARK CM RECTO,155,76988.86,65509.84,
654,MALABON RIZAL,268,118551.01,102363.52,
655,CARTIMAR,218,88632.98,75202.58,
656,BACOLOD ARANETA,109,45210.62,38345.49,
659,SILANG BAYAN,283,134868.90,115026.07,
661,CDO HIGHWAY,34,19812.00,16551.76,
662,JP RIZAL MARIKINA,202,85553.25,74580.95,
663,MAYPAJO,222,94249.56,82235.75,
670,ROBINSONS LUISITA,189,90223.06,77091.04,
671,MAYAPA CANLUBANG,616,332646.72,287093.84,
673,SAVANO PARK,367,154593.30,131492.03,
675,BELFAST,205,80942.86,70078.52,
676,PRIMARK GUIMBA,38,15276.29,12621.98,
681,MARAWOY,264,124178.14,105748.93,
683,CALOOCAN 8TH STREET,119,57631.29,50548.90,
685,LANCASTER NEW CITY,645,273367.13,231374.63,
686,RECTO RIZAL AVE,212,81141.12,70651.05,
689,MADISON ORTIGAS,366,135405.34,118406.10,
691,CROSSROAD,228,89746.85,77327.31,
692,PRIMARK GAPAN,79,33793.29,28449.88,
693,CALBAYOG GAISANO,130,54241.57,44976.45,
697,W MALL BAY CITY,67,29843.71,25199.97,
698,PRIMARK DEPARO,113,50492.90,43319.83,
703,MARIBAGO,130,61114.14,51670.58,
704,PAGBILAO,345,146268.16,123797.14,
705,SAN LORENZO PLACE,202,79800.30,66336.92,
706,EL SALVADOR,2,488.00,348.21,
707,LAOAG BACARRA,201,85999.14,72483.11,
708,MUNTINLUPA HIGHWAY,454,166969.39,142112.68,
710,SAN JOSE MINDORO,19,5905.00,4572.31,
711,GAISANO MALL TORIL,142,61928.86,52296.45,
712,ROSARIO LA UNION,53,26768.00,22953.24,
714,HOLIDAY ISLAND,76,32337.43,27368.79,
715,TARLAC METRO SHOPPERS,86,40103.13,34517.16,
716,PISON AVENUE,57,23019.04,19639.71,
718,DIAN,377,148839.53,126199.09,
719,MALOLOS BAYAN,202,98554.86,84304.92,
720,NAGA ROXAS AVE,93,41881.46,34960.60,
721,BUCAL BYPASS,144,68087.88,57805.38,
725,APALIT,363,158988.17,134836.13,
726,NEW SAN MATEO,595,267120.55,230489.73,
727,ROBINSONS PAVIA,148,54637.37,45167.08,
729,KAPITOLYO PASIG,415,164482.84,138547.05,
730,MCKINLEY WEST,205,89982.83,76937.33,
732,SPMC DAVAO,49,19168.28,16031.98,
740,TELABASTAGAN DT,182,84082.85,71190.60,
741,ROXAS ARNALDO,69,31630.14,26856.27,
742,MALASIQUI,106,49829.57,42456.08,
743,PANABO,36,13476.00,10938.39,
744,EASTLAND HEIGHTS COGEO,485,193690.43,163810.01,
747,QA SAN DIONISIO,308,131158.69,111945.96,
748,PANIQUI,103,41694.28,34797.46,
749,PRIMARK ROSARIO,95,38417.87,31864.00,
750,DIGOS,198,82857.28,68929.88,
751,BAHAYANG PAGASA,496,195603.10,165842.74,
752,PRIMARK TAGAYTAY,296,142262.57,120929.72,
754,CDO GUSA,165,68946.57,57304.47,
756,PASEO ARCENAS,58,24305.15,20691.11,
757,SAN JUAN BATANGAS,106,52927.99,45440.91,
760,PEMBO,408,153391.85,128582.47,
762,CAYETANO BOULEVARD,332,127678.07,107306.68,
764,SAN MIGUEL,167,78487.41,67732.19,
765,PILI CAMSUR,186,76770.57,64216.59,
766,FRIENDSHIP HIGHWAY,146,56332.57,46832.85,
767,PRIMARK NOVELETA,278,112943.08,95175.65,
768,BINAN HIGHWAY,751,323858.15,275478.35,
771,BINALONAN,112,49150.14,41141.97,
772,NANGKA MARIKINA,228,98757.11,86893.33,
775,VERMOSA,222,91918.15,78030.26,
776,VICAS CAMARIN,271,111026.87,93481.80,
778,MACTAN TOWN CENTER,52,20411.57,16960.37,
781,BALAGTAS BULACAN,253,106607.73,89577.80,
782,SHELL BROOKSIDE CAINTA,201,84792.74,74039.36,
783,LAGAO GENSAN,46,19563.00,16504.47,
785,MEXICO,174,71468.86,59300.16,
786,GUAGUA PAMPANGA,330,156228.94,133634.35,
789,SILAY NEGROS OCCIDENTAL,17,6014.71,4933.75,
790,DANAO,175,68033.71,56006.23,
791,MILAGROSA,507,264476.42,226473.35,
792,PRIMARK KASIGLAHAN,346,152865.91,128647.47,
796,SALAWAG,187,65316.72,53661.54,
797,MUZON,382,172323.29,145966.55,
798,BALANGA CAPITOL,259,102749.43,85459.99,
799,ETON STA. ROSA,319,175144.85,150843.61,
801,ARCOVIA,78,34697.58,29519.28,
803,CALAMBA CHECKPOINT,411,176595.57,148981.01,
804,SILANG BULIHAN,794,396391.00,337935.67,
807,HULONG DUHAT,199,82839.84,71425.02,
808,MATI DAVAO,157,55704.57,45195.55,
809,TAYTAY BAYAN,431,187509.64,159281.49,
812,UN DEL PILAR,87,36157.27,30638.00,
813,SINILOAN,91,38652.71,32840.19,
814,SAN PEDRO BAYAN,376,174883.00,152331.98,
815,GUIGUINTO,202,96034.17,82240.12,
816,XENTROMALL MONTALBAN HIGHWAY,441,183496.41,154999.05,
817,STA ANA PAMPANGA,175,81620.42,68986.69,
819,MAGIC MALL,146,62926.86,52693.88,
820,QH SAN BARTOLOME,135,59328.80,52568.03,
821,PALAWAN JUNCTION,68,25915.00,21488.19,
823,CAPITAL TOWN,69,26938.14,22774.83,
824,SINDALAN,76,28848.86,23933.79,
825,C4 CALOOCAN,26,12670.72,10985.73,
827,PULONG BUHANGIN,8,4449.14,3897.32,
,Total,107200,45459026.7,38863415.23,
