,,3-2020 Breakfast Monthly Report
store_code,store_name,tc,sales,net_sales,
190,BARANGKA,2481,1097633.35,887805.70,
193,MATALINO,646,324346.03,269736.53,
194,LUCENA QA,127,61241.28,49360.35,
195,PROJECT 8,513,219176.93,184303.24,
200,TOMAS MORATO,477,238207.95,199034.77,
201,DAVAO ILUSTRE,317,137162.61,109126.53,
203,TANZA,417,199186.27,160986.37,
206,MAKATI AVE,660,335559.82,273313.19,
209,MUNOZ,332,163867.30,134090.00,
211,CABUYAO,528,254659.04,206748.53,
215,PEDRO GIL,238,121392.01,98630.43,
216,TIERRA PURA,312,148423.73,122103.62,
218,EDSA PANAY,448,199549.29,161800.38,
220,LAOAG,71,37360.86,30511.63,
221,KINGSWOOD,553,246116.06,199377.40,
222,TIMES PERPETUAL,251,93787.21,76474.94,
224,LEPANTO,42,15172.29,12092.86,
225,P CAMPA,425,159938.92,128911.21,
226,AIRPORT ROAD,344,175276.01,143358.16,
228,BUENDIA,732,394040.58,321236.78,
229,REGALADO,353,154486.86,124743.19,
230,PRC STA.ANA,686,260439.95,211729.98,
233,QA BANAWE,206,91874.14,75828.47,
234,STA CRUZ LAGUNA,82,35059.57,27782.96,
235,GEN. TRIAS,583,299491.45,244124.34,
237,NORTH AVENUE,479,242799.07,201210.79,
239,MASINAG,304,152536.09,127913.21,
243,LAGUNA BEL AIR,281,148279.16,120941.33,
246,EASTWOOD,241,103915.14,83991.81,
248,MALOLOS SOUTH,212,92959.56,74120.59,
249,MCU,480,223647.98,184117.03,
250,EVANGELISTA,495,201341.70,162800.23,
256,BAUAN,11,4698.57,3758.04,
263,NAGA C/P,139,48343.71,37206.22,
264,QUIRINO TAFT,374,159291.72,129618.82,
265,CANDON,85,51098.00,41935.20,
269,TUGUEGARAO,165,62323.57,48559.15,
270,TACLOBAN,142,56408.72,44480.14,
271,MENDIOLA,224,80518.40,63866.99,
273,BACOLOD LOPUEZ,175,79412.26,64566.64,
274,CEBU LAPU-LAPU,119,51609.89,41015.15,
276,SM BICUTAN (MALL),61,36333.58,30723.19,
277,CEBU JY,170,60702.86,47079.88,
278,EDSA BONI,484,161523.72,124677.96,
279,BQ MALL BOHOL,113,47269.00,37297.29,
280,CEBU SOUTHROAD,174,75815.15,61348.17,
283,FORBES TOWN CENTER,376,151801.13,120140.27,
284,OLONGAPO RIZAL,165,68364.37,54152.03,
285,LA TRINIDAD,122,63333.57,51494.21,
290,JACKMAN MONUMENTO,316,157952.04,134681.89,
292,MARKET MARKET,86,30946.43,24729.45,
296,OZAMIZ,50,22042.29,17542.83,
297,MACAPAGAL,95,57865.15,47929.09,
299,EMERALD SHELL,403,258951.14,216733.25,
300,ZAMBOANGA LAPURISIMA,185,90995.43,73380.47,
301,PEOPLE SUPPORT,75,51893.15,43299.14,
302,BANKMER,330,148930.13,119606.04,
305,BINONDO,434,178026.38,148928.67,
307,EL PUEBLO,373,208969.13,171584.29,
311,SUCAT PALANYAG,144,57613.57,46200.73,
314,GISELLE PLAZA,33,13392.00,10579.46,
317,AYALA MADRIGAL,113,49376.15,39253.58,
320,CEBU NORTHROAD,190,90780.84,73186.90,
322,NORTHGATE,247,125975.00,103586.68,
326,STRATA 100,357,175106.17,141904.61,
327,EDSA IT CENTER,387,166603.59,133539.95,
329,OLONGAPO GAPAN ROAD,52,28283.00,22977.69,
330,VALERO VERA,695,357464.01,291060.86,
335,32ND BRIDGESTONE,824,493693.99,407082.20,
338,IMUS CAVITE,454,195731.45,158363.72,
339,STA MARIA BULACAN,303,156060.99,127875.71,
342,CEBU ESCARIO,203,71955.71,56035.72,
343,ROBINSONS PIONEER,209,66651.42,50706.40,
347,MCKINLEY HILL,311,149914.00,121112.91,
348,DAVAO DAMOSA,212,91454.58,72638.77,
350,DAVAO MATINA,410,169783.71,135232.82,
351,AMANG RODRIGUEZ,840,362667.39,296948.46,
352,WORLDWIDE CENTER,392,196820.55,161257.95,
353,JARO ILOILO,187,71904.55,56400.41,
354,FARMERS MARKET,296,136239.02,111849.60,
356,PUREGOLD AGORA,805,413110.00,345892.04,
358,CEBU TABUNOK,239,106598.36,86025.85,
359,TYCOON CENTER,307,147558.29,120181.82,
367,FRONTERA VERDE,484,222327.30,182675.81,
370,COTABATO,193,89236.57,71355.74,
373,Q PLAZA,151,54151.77,43267.84,
374,TIMOG,240,106287.67,87948.15,
377,C5 METROPOLI,349,209560.17,175286.46,
379,ZABARTE,189,93348.98,76332.33,
382,NEWPORT,466,205304.94,165767.18,
383,BSU MALOLOS,243,119623.57,96651.76,
385,CASIMIRO,467,203819.81,168023.06,
387,WEST FAIRVIEW,360,142557.59,116133.87,
393,MARCOS ANTIPOLO (FILINVEST),219,87672.29,73282.95,
401,GENSAN HIGHWAY,138,48896.72,37706.43,
405,NEPO ANGELES,131,61310.00,49091.52,
406,SUMULONG ANTIPOLO,74,32184.43,25624.11,
407,ORTIGAS EXTENSION CAINTA,168,64534.02,52013.92,
408,STA. ANA,554,264981.86,218464.52,
411,ANTIPOLO CIRCUMFERENTIAL,210,82409.50,66553.67,
412,BAGUIO  INSULAR,278,121643.43,96783.23,
414,CALAPAN,85,54968.00,45484.83,
417,NEW MOLINO,451,218267.86,179541.67,
418,SM ROSARIO,49,29526.00,24218.71,
419,NUENO,748,340868.96,277277.77,
420,NEW CONGRESSIONAL,179,63566.80,51423.40,
423,PUREGOLD MONTALBAN,313,139398.02,112085.45,
424,PIONEER RELIANCE,197,91772.38,74790.37,
426,GRANADA,307,123505.26,101751.63,
427,BUENDIA PASAY,335,142669.06,117263.08,
430,STO TOMAS,493,285282.77,234434.10,
432,SUPER 8,505,207942.42,166330.68,
433,PONTEVIA (DAANG HARI),290,124035.85,99297.33,
435,CAINTA POBLACION,199,74919.71,59080.90,
436,PUREGOLD SOUTH PARK,527,229069.08,190188.94,
440,DAVAO STA. ANA,185,69898.29,54399.29,
441,SOUTHWOODS ECOCENTRUM,350,157382.93,128414.73,
442,NAGA MAGSAYSAY,153,68054.14,54154.09,
444,PUREGOLD TAGUIG,381,180821.95,147940.13,
445,KARANGALAN,296,118814.39,97573.22,
447,PASO DE BLAS,135,59200.43,48115.55,
448,CALAMBA HIGHWAY,131,61043.43,48811.71,
449,TARLAC MOTORWAY,265,118283.57,95067.10,
451,BAGUIO  BONIFACIO,85,35885.71,28398.59,
453,LIPA C.M. RECTO,264,117185.86,94633.77,
454,BLUE RIDGE,276,117237.15,96936.18,
455,CABANATUAN BURGOS,97,44184.00,35247.78,
458,ILIGAN SAN MIGUEL,174,62952.43,48652.13,
459,DASMA PALA-PALA,461,218032.72,175698.23,
460,SUMULONG SAN ISIDRO,182,67533.58,55550.93,
462,FORTUNATA,198,74841.28,60119.42,
463,PALAWAN,92,39529.72,31431.99,
467,CEBU NORTH RECLAMATION,169,65723.57,51571.83,
468,KALIBO,41,17690.00,14000.90,
47,MASANGKAY,217,75169.14,62254.26,
470,SAN PABLO PLAZA,674,353278.58,289043.91,
471,BENCH TAGUIG,38,16293.71,12951.78,
472,SUBIC BAY GATEWAY RIZAL,180,90319.80,75495.54,
473,THE MACTAN NEWTOWN,102,38377.29,29974.09,
474,HOMEWORKS,277,107399.59,88492.73,
475,CALICANTO,328,167306.43,135974.72,
478,DONA SOLEDAD,1654,804094.53,671891.29,
479,MAGELLANS CROSS,91,41355.57,33226.44,
480,CONSOLACION CEBU,343,134131.28,105741.32,
481,JOSE ABAD SANTOS,198,76809.65,65038.30,
483,COMMERCE AVENUE,335,166740.16,137667.80,
485,ETON CENTRIS,165,85159.70,69954.41,
488,ANGELES INTERSECTION,303,130616.57,104001.48,
489,CONCEPCION MARIKINA,313,116889.31,96813.88,
493,NOVA BAYAN,379,166663.84,137535.09,
494,PULILAN,154,71898.43,58352.11,
496,SAN JOSE,140,55273.70,43954.78,
497,PUREGOLD TAGAPO,271,104893.77,83006.02,
499,UPANG,158,79752.13,64832.96,
502,ARVO MALL (SALAWAG DASMA),160,63450.58,50864.22,
504,PADRE FAURA,330,151354.99,123147.19,
505,BLUE BAY WALK,183,93408.01,76079.46,
507,DON ANTONIO,241,114149.02,94371.60,
508,MCARTHUR MAIMPIS,417,204958.15,166206.78,
509,UST P. NOVAL,162,49704.13,38556.10,
510,SUN MALL-WELCOME ROTONDA,220,80839.39,65652.60,
519,NAVOTAS,367,146391.14,119393.57,
520,TANAY,46,17158.28,13517.54,
522,SUCAT SAN ANTONIO,455,204248.09,167564.32,
524,ALMANZA,291,101214.15,81966.90,
525,ILOILO BUSINESS PARK,161,67825.75,53890.59,
527,B HIVE PLAZA,28,13699.00,11213.37,
531,PUREGOLD FTI,669,334350.66,272925.82,
536,TANDANG SORA,152,59108.84,49814.32,
538,C RAYMUNDO,904,402738.98,330025.60,
539,TAYUMAN,164,77983.16,63466.02,
540,TANZA TUGUEGARAO,128,52783.71,41662.91,
542,MART ONE,72,29275.00,23052.25,
544,SOUTH COAST CENTER,283,129433.86,104282.86,
545,REAL,308,128687.42,103973.51,
546,MCARTHUR BOCAUE,313,160424.18,130885.85,
547,BINANGONAN,268,111058.73,88403.70,
548,CB MALL,91,48721.71,39687.77,
549,LINGAYEN,112,48115.14,38080.32,
552,SHAW CENTER MALL,1007,446595.26,367981.33,
554,10th AVENUE,84,36481.62,29976.65,
555,MABALACAT,136,53456.71,41929.12,
556,DINALUPIHAN,113,62046.29,50618.61,
559,ROOSEVELT,178,67430.86,56291.09,
560,MATINA CROSSING,476,198203.92,157417.84,
561,MINDANAO CHARBEL,26,10643.01,8781.26,
564,STARMALL SANTA ROSA,482,221270.73,178468.25,
565,LUZON COMMONWEALTH,236,89807.78,72385.73,
567,PINAGSAMA TAGUIG,333,138623.43,110970.64,
569,CLARK GATE,291,154530.43,125385.56,
570,TRECE TOWER MALL,280,141355.78,114626.69,
571,AS FORTUNA,325,128418.12,101587.29,
574,CAMARIN,338,143267.53,117028.37,
575,KAWIT CENTENNIAL,255,112882.85,90935.15,
576,ANTLERS DASMA,359,145102.55,114823.43,
577,BALANGA DIVERSION,54,26532.00,21342.56,
578,QH LAGRO,271,134701.68,111943.51,
579,DAVAO PAMPANGA,229,88084.70,70289.29,
580,MALOLOS ARCH,201,96859.88,78771.71,
582,TAMBO LIPA,133,59715.86,48359.43,
583,BALIBAGO,257,103347.02,82012.42,
588,CEBU BUSINESS PARK,223,85456.56,67015.17,
592,TACLOBAN REAL,340,134673.00,105421.53,
595,DAVAO BUHANGIN,213,86805.15,68436.22,
596,ZAMBOANGA GUIWAN,192,86443.00,68859.76,
598,MOONWALK,634,280602.20,229152.48,
600,UP TOWN CENTER,196,88245.27,71963.35,
602,NORTH MOLINO,166,66760.30,53787.76,
608,JUAN LUNA,234,99583.44,82001.50,
610,JP LAUREL,196,104711.28,85415.24,
612,VALLEY 1,372,198610.37,167310.62,
613,NEW PANADEROS EXTENSION,185,85724.74,70867.79,
614,ORMOC,26,9355.00,7215.17,
615,CARMONA,352,180006.00,146211.05,
616,MARCOS ALVAREZ,806,398815.74,332221.42,
617,TIKLING,468,227705.60,188924.20,
618,ANGONO,748,348690.45,282466.43,
619,GREGORIAN,305,127792.85,101364.61,
624,WINFORD,158,56805.86,45978.14,
626,SILANG HIWAY CAVITE,266,131858.84,107273.04,
628,PLARIDEL,139,77721.72,63625.08,
629,DIPOLOG,12,5356.00,4257.13,
631,TANAUAN HIGHWAY,200,108284.14,88222.35,
636,ZAMBOANGA GUSU,109,49621.72,39611.61,
640,QH NOVALICHES,124,51406.43,43032.19,
641,JA CLARIN,131,57489.00,45647.49,
644,ROSARIO BATANGAS,71,35454.56,28943.14,
646,KJC COMPOUND,229,108376.15,87474.17,
648,PASIG CARUNCHO,469,213487.09,173865.36,
649,CAUAYAN,55,25143.00,20042.85,
652,STA. CLARA,225,115783.61,94163.33,
653,CLARK CM RECTO,320,169948.29,138205.25,
654,MALABON RIZAL,328,144318.00,118777.83,
655,CARTIMAR,112,45633.73,36928.63,
656,BACOLOD ARANETA,158,76936.56,62185.42,
658,ISLAND CENTRAL MACTAN,54,20465.00,15909.81,
661,CDO HIGHWAY,194,81991.00,65096.35,
662,JP RIZAL MARIKINA,268,111422.02,90683.14,
663,MAYPAJO,14,9680.71,8300.00,
670,ROBINSONS LUISITA,211,99389.86,80407.41,
671,MAYAPA CANLUBANG,261,129858.84,105565.67,
673,SAVANO PARK,374,179858.18,145746.32,
675,BELFAST,202,86134.13,70936.61,
676,PRIMARK GUIMBA,29,13161.00,10492.45,
678,ABAD SANTOS HERMOSA,249,126014.55,103966.45,
681,MARAWOY,248,130359.15,106017.84,
685,LANCASTER NEW CITY,360,158486.02,126960.16,
689,MADISON ORTIGAS,617,310492.27,260175.46,
691,CROSSROAD,66,25729.87,21788.40,
693,CALBAYOG GAISANO,101,40481.00,31724.97,
703,MARIBAGO,218,95552.30,76455.60,
704,PAGBILAO,116,52102.29,41644.44,
707,LAOAG BACARRA,78,40083.43,32421.45,
708,MUNTINLUPA HIGHWAY,405,188400.66,155813.38,
711,GAISANO MALL TORIL,195,87344.14,69736.90,
716,PISON AVENUE,150,71822.99,58058.95,
718,DIAN,769,340665.18,276361.25,
719,MALOLOS BAYAN,230,103587.42,83540.15,
720,NAGA ROXAS AVE,94,35933.00,27970.53,
721,BUCAL BYPASS,50,29561.71,24365.66,
725,APALIT,241,117909.00,95056.40,
726,NEW SAN MATEO,523,253733.62,207139.15,
727,ROBINSONS PAVIA,353,161872.14,129662.00,
729,KAPITOLYO PASIG,312,132188.84,107019.32,
730,MCKINLEY WEST,464,252665.28,208362.11,
732,SPMC DAVAO,179,70264.03,55388.82,
740,TELABASTAGAN DT,113,53746.14,43276.41,
741,ROXAS ARNALDO,73,33552.43,26837.32,
742,MALASIQUI,17,8439.00,6791.06,
743,PANABO,19,9537.00,7683.93,
744,EASTLAND HEIGHTS COGEO,159,72396.08,58667.51,
747,QA SAN DIONISIO,166,62257.30,49582.36,
748,PANIQUI,60,26321.00,20900.65,
750,DIGOS,196,102780.29,83462.90,
751,BAHAYANG PAGASA,372,159518.22,130373.50,
752,PRIMARK TAGAYTAY,153,76814.27,62599.55,
754,CDO GUSA,132,58328.14,46819.24,
756,PASEO ARCENAS,152,55549.20,43440.90,
757,SAN JUAN BATANGAS,29,14071.72,11487.79,
760,PEMBO,686,293344.66,235106.81,
762,CAYETANO BOULEVARD,861,395330.14,320627.38,
764,SAN MIGUEL,42,19597.14,15755.16,
765,PILI CAMSUR,73,36999.00,29856.83,
766,FRIENDSHIP HIGHWAY,125,60614.86,48698.47,
767,PRIMARK NOVELETA,122,49605.44,39330.56,
768,BINAN HIGHWAY,242,121689.58,99096.53,
771,BINALONAN,90,42338.85,34009.27,
772,NANGKA MARIKINA,215,93861.48,77082.12,
776,VICAS CAMARIN,240,109748.53,90288.61,
778,MACTAN TOWN CENTER,110,40873.00,31681.28,
779,KROMA TOWER,63,30013.00,24148.25,
780,BGC FINANCE CENTER,106,35976.00,27876.74,
782,SHELL BROOKSIDE CAINTA,143,49736.62,40352.53,
783,LAGAO GENSAN,111,42373.57,33059.10,
785,MEXICO,178,89991.43,72841.94,
786,GUAGUA PAMPANGA,71,37716.00,30611.80,
789,SILAY NEGROS OCCIDENTAL,10,4624.00,3691.08,
790,DANAO,60,31350.00,25378.40,
791,MILAGROSA,137,73500.00,59631.24,
794,CALIFORNIA GARDEN SQUARE,160,58993.20,46796.60,
796,SALAWAG,119,42345.28,32922.75,
798,BALANGA CAPITOL,111,55553.43,45006.55,
799,ETON STA. ROSA,117,80837.85,67471.14,
801,ARCOVIA,86,38377.58,30944.77,
804,SILANG BULIHAN,230,116521.01,94658.24,
807,HULONG DUHAT,61,20777.27,16936.97,
809,TAYTAY BAYAN,309,130328.13,104403.31,
812,UN DEL PILAR,25,15655.86,12916.06,
,Total,108366,49423464.34,40254221.58,
