,,4-2021 Breakfast Monthly Report
store_code,store_name,tc,sales,net_sales,
190,BARANGKA,738,300623.61,248520.90,
193,MATALINO,410,169229.25,142521.11,
194,LUCENA QA,249,102150.01,81706.87,
195,PROJECT 8,336,135263.12,114448.46,
200,TOMAS MORATO,256,99324.28,84054.78,
201,DAVAO ILUSTRE,4,3927.00,3375.00,
203,TANZA,1042,460060.46,373581.39,
206,MAKATI AVE,396,182468.11,150154.98,
207,BACLARAN REDEMPTORIST,1,302.29,263.39,
209,MUNOZ,239,98533.55,82101.65,
211,CABUYAO,1173,551346.71,449806.48,
215,PEDRO GIL,70,28413.29,23184.82,
216,TIERRA PURA,314,149421.74,126692.38,
218,EDSA PANAY,134,57587.33,48382.16,
220,LAOAG,179,88688.64,72234.54,
221,KINGSWOOD,449,173721.55,142964.47,
222,TIMES PERPETUAL,555,235272.05,197374.24,
224,LEPANTO,20,9629.72,7980.35,
225,P CAMPA,27,9779.71,7863.40,
226,AIRPORT ROAD,180,85034.56,69665.92,
228,BUENDIA,229,94611.69,76661.98,
229,REGALADO,266,119864.76,99705.20,
230,PRC STA.ANA,372,141062.86,119004.83,
233,QA BANAWE,135,56009.83,46581.74,
234,STA CRUZ LAGUNA,415,204965.93,168380.18,
235,GEN. TRIAS,1181,554131.12,450752.59,
243,LAGUNA BEL AIR,538,277517.20,227842.12,
246,EASTWOOD,208,92051.53,76417.43,
248,MALOLOS SOUTH,456,227166.71,187071.59,
249,MCU,273,122350.38,102985.47,
250,EVANGELISTA,341,170899.15,145014.66,
256,BAUAN,112,47481.01,37915.14,
263,NAGA C/P,29,19119.85,15882.15,
264,QUIRINO TAFT,263,101552.71,83186.48,
265,CANDON,134,62725.00,50360.74,
269,TUGUEGARAO,225,86630.18,67839.31,
270,TACLOBAN,94,30421.00,23092.86,
272,BALAYAN,176,83809.57,68068.57,
273,BACOLOD LOPUEZ,59,25666.58,21081.11,
274,CEBU LAPU-LAPU,115,60007.58,49200.90,
276,SM BICUTAN (MALL),111,64259.69,53801.83,
277,CEBU JY,60,25154.43,20319.67,
278,EDSA BONI,399,158725.02,128444.23,
279,BQ MALL BOHOL,103,40978.14,32758.88,
280,CEBU SOUTHROAD,74,31687.29,25723.92,
281,BUTUAN GAISANO,7,1665.14,1183.03,
283,FORBES TOWN CENTER,102,51119.41,42345.50,
284,OLONGAPO RIZAL,298,119991.14,95774.36,
285,LA TRINIDAD,100,61013.00,50634.84,
290,JACKMAN MONUMENTO,68,31699.89,27245.53,
292,MARKET MARKET,32,11519.00,8884.82,
296,OZAMIZ,78,37914.00,30614.28,
297,MACAPAGAL,48,23228.47,18682.15,
299,EMERALD SHELL,214,106460.13,87830.12,
300,ZAMBOANGA LAPURISIMA,58,27070.28,21846.45,
301,PEOPLE SUPPORT,26,12193.42,9952.68,
305,BINONDO,388,171056.72,148029.89,
307,EL PUEBLO,94,43563.40,35713.22,
311,SUCAT PALANYAG,354,138648.88,113731.78,
314,GISELLE PLAZA,59,24223.28,19662.33,
320,CEBU NORTHROAD,91,42236.43,34347.11,
322,NORTHGATE,406,189311.42,157522.58,
327,EDSA IT CENTER,232,95695.02,78179.20,
329,OLONGAPO GAPAN ROAD,91,41999.86,33748.06,
330,VALERO VERA,279,135924.71,110355.71,
332,TM KALAW,53,20817.73,17069.22,
335,32ND BRIDGESTONE,217,87645.28,70603.44,
338,IMUS CAVITE,473,192787.54,156328.73,
339,STA MARIA BULACAN,369,174245.73,141003.41,
341,365 PLAZA SAN NICOLAS,53,27408.85,22259.83,
342,CEBU ESCARIO,64,27020.21,22388.40,
347,MCKINLEY HILL,99,47127.14,38288.41,
348,DAVAO DAMOSA,77,35793.85,29223.22,
350,DAVAO MATINA,196,73752.11,59642.20,
351,AMANG RODRIGUEZ,629,249184.66,205808.33,
352,WORLDWIDE CENTER,243,96909.19,79352.21,
353,JARO ILOILO,37,16022.43,12888.37,
356,PUREGOLD AGORA,460,211438.25,177948.82,
358,CEBU TABUNOK,140,55570.64,45471.44,
359,TYCOON CENTER,173,65658.59,52463.34,
367,FRONTERA VERDE,303,138880.79,115625.01,
370,COTABATO,274,113471.00,89991.57,
373,Q PLAZA,158,64420.70,55343.76,
374,TIMOG,185,66088.24,55268.44,
377,C5 METROPOLI,141,61920.07,51293.51,
379,ZABARTE,140,66327.86,54739.89,
382,NEWPORT,182,71809.29,58292.56,
383,BSU MALOLOS,229,105498.57,85433.92,
385,CASIMIRO,367,156607.87,132251.59,
387,WEST FAIRVIEW,296,113245.10,94130.38,
393,MARCOS ANTIPOLO (FILINVEST),495,187336.09,160957.01,
395,SM SAN PABLO,25,11828.57,9622.31,
397,SM NOVALICHES,36,17181.29,14372.35,
401,GENSAN HIGHWAY,23,10568.00,8703.25,
404,ISETANN RECTO,5,6587.14,5845.53,
405,NEPO ANGELES,145,67030.30,54457.94,
406,SUMULONG ANTIPOLO,96,45070.57,37585.17,
407,ORTIGAS EXTENSION CAINTA,272,107665.92,88938.87,
408,STA. ANA,392,144775.15,119628.48,
411,ANTIPOLO CIRCUMFERENTIAL,436,181421.43,148371.16,
412,BAGUIO  INSULAR,117,54737.71,44142.72,
414,CALAPAN,153,65425.00,52366.69,
415,CDO XAVIER,25,15048.29,12514.26,
417,NEW MOLINO,526,225911.07,185954.13,
418,SM ROSARIO,99,55025.00,45058.06,
419,NUENO,508,229127.29,188461.34,
420,NEW CONGRESSIONAL,155,72411.39,61105.18,
423,PUREGOLD MONTALBAN,659,300389.99,246536.23,
424,PIONEER RELIANCE,207,87092.30,71137.06,
426,GRANADA,169,93142.89,79582.07,
430,STO TOMAS,573,337909.05,279372.04,
432,SUPER 8,260,106944.51,87846.32,
433,PONTEVIA (DAANG HARI),743,332768.96,271971.20,
435,CAINTA POBLACION,414,160688.21,132773.12,
436,PUREGOLD SOUTH PARK,445,179036.77,150500.41,
440,DAVAO STA. ANA,43,18627.14,15008.94,
441,SOUTHWOODS ECOCENTRUM,815,365904.51,299657.82,
442,NAGA MAGSAYSAY,85,32788.72,25787.71,
444,PUREGOLD TAGUIG,378,170875.16,139214.18,
445,KARANGALAN,257,99504.86,84609.53,
447,PASO DE BLAS,212,109794.41,92010.78,
448,CALAMBA HIGHWAY,435,188012.89,152813.44,
449,TARLAC MOTORWAY,119,47025.28,38713.60,
451,BAGUIO  BONIFACIO,40,22786.94,18811.60,
453,LIPA C.M. RECTO,135,67270.83,55956.64,
454,BLUE RIDGE,283,136339.67,115269.28,
455,CABANATUAN BURGOS,76,37591.32,30685.72,
458,ILIGAN SAN MIGUEL,63,27978.00,22603.60,
459,DASMA PALA-PALA,641,315985.51,259412.42,
460,SUMULONG SAN ISIDRO,223,90047.34,78043.62,
462,FORTUNATA,207,80919.46,67236.93,
463,PALAWAN,117,49746.14,39712.00,
467,CEBU NORTH RECLAMATION,54,24079.87,19932.15,
468,KALIBO,60,25657.00,20458.06,
47,MASANGKAY,101,43206.54,37733.70,
470,SAN PABLO PLAZA,410,195569.32,161868.62,
471,BENCH TAGUIG,28,14188.57,11836.96,
472,SUBIC BAY GATEWAY RIZAL,221,108268.60,92174.40,
473,THE MACTAN NEWTOWN,30,13532.99,11158.03,
474,HOMEWORKS,63,30214.02,25892.85,
475,CALICANTO,217,98814.71,80024.77,
478,DONA SOLEDAD,1171,500371.03,423884.86,
480,CONSOLACION CEBU,145,67206.61,54899.96,
481,JOSE ABAD SANTOS,385,162463.05,138727.50,
483,COMMERCE AVENUE,296,137131.59,113050.14,
485,ETON CENTRIS,29,13164.57,10691.07,
488,ANGELES INTERSECTION,107,53035.75,43430.14,
489,CONCEPCION MARIKINA,353,139415.41,116696.39,
493,NOVA BAYAN,280,121308.27,101031.03,
494,PULILAN,404,182393.89,148310.72,
496,SAN JOSE,407,178007.75,144560.39,
497,PUREGOLD TAGAPO,288,119033.50,96056.39,
499,UPANG,85,36863.14,29375.03,
502,ARVO MALL (SALAWAG DASMA),370,160360.04,131208.72,
503,NAIC HIGHWAY,462,217553.13,177555.04,
504,PADRE FAURA,50,27211.86,22252.67,
505,BLUE BAY WALK,149,69481.87,57739.70,
507,DON ANTONIO,266,111662.01,94167.67,
508,MCARTHUR MAIMPIS,224,126821.70,104326.38,
510,SUN MALL-WELCOME ROTONDA,431,162216.55,137095.38,
511,SAN JOSE NUEVA ECIJA,47,19398.43,15365.13,
512,ADRIATICO,73,29340.88,24091.06,
515,FAIRVIEW TERRACES,63,25936.75,20799.72,
519,NAVOTAS,300,123588.70,105439.33,
520,TANAY,315,136176.29,109368.79,
522,SUCAT SAN ANTONIO,581,246672.48,205510.34,
524,ALMANZA,473,200350.85,166673.30,
525,ILOILO BUSINESS PARK,46,15722.14,12336.40,
526,MALABON ESCANILLA,117,51518.59,43319.83,
527,B HIVE PLAZA,184,83767.44,69922.30,
531,PUREGOLD FTI,583,258805.55,210932.13,
536,TANDANG SORA,286,112564.53,95348.82,
538,C RAYMUNDO,873,401530.04,335843.84,
540,TANZA TUGUEGARAO,280,118974.77,94837.53,
542,MART ONE,143,63925.28,51385.74,
544,SOUTH COAST CENTER,217,95026.86,76862.57,
545,REAL,478,192518.99,160344.82,
546,MCARTHUR BOCAUE,598,268163.55,218922.50,
547,BINANGONAN,1235,544271.56,442632.17,
548,CB MALL,65,37984.28,31340.15,
549,LINGAYEN,158,76229.28,62222.48,
550,VALENCIA,13,7496.00,6167.89,
552,SHAW CENTER MALL,330,129031.45,108267.66,
555,MABALACAT,171,86710.04,70896.09,
556,DINALUPIHAN,262,120458.66,97551.78,
557,SHAW MG TOWER,218,87627.72,72866.12,
559,ROOSEVELT,368,150940.25,128733.95,
560,MATINA CROSSING,228,102859.13,84113.22,
561,MINDANAO CHARBEL,200,94119.08,80076.37,
564,STARMALL SANTA ROSA,724,379739.50,314367.21,
567,PINAGSAMA TAGUIG,234,99445.42,80592.90,
569,CLARK GATE,108,64263.43,53123.20,
570,TRECE TOWER MALL,416,184802.16,149387.13,
571,AS FORTUNA,188,78186.88,63163.18,
572,IBA ZAMBALES,51,21841.29,17466.80,
574,CAMARIN,242,91118.97,75047.18,
575,KAWIT CENTENNIAL,551,235174.30,190102.22,
576,ANTLERS DASMA,413,167583.76,134488.70,
577,BALANGA DIVERSION,148,64312.13,51846.39,
578,QH LAGRO,269,110399.78,92645.17,
579,DAVAO PAMPANGA,30,11502.72,9248.19,
580,MALOLOS ARCH,200,90038.17,73321.41,
582,TAMBO LIPA,124,60563.32,49963.19,
583,BALIBAGO,542,232652.28,189204.12,
585,BF AGUIRRE,361,144336.96,123262.40,
587,JBL SAN FERNANDO,103,51246.90,42015.21,
588,CEBU BUSINESS PARK,62,28081.86,22741.27,
591,RESTAURANTE MORIONES,139,57951.04,48755.26,
592,TACLOBAN REAL,350,128976.15,100860.12,
595,DAVAO BUHANGIN,69,26098.36,21024.22,
596,ZAMBOANGA GUIWAN,89,42741.00,34734.81,
598,MOONWALK,966,425661.57,353067.44,
600,UP TOWN CENTER,114,60511.41,50344.64,
602,NORTH MOLINO,218,87689.47,73422.85,
608,JUAN LUNA,389,161497.32,134870.81,
610,JP LAUREL,122,61984.43,50363.37,
612,VALLEY 1,435,182870.61,152260.65,
613,NEW PANADEROS EXTENSION,328,147547.45,126474.11,
614,ORMOC,27,10392.00,8184.81,
615,CARMONA,1120,545769.31,444786.36,
616,MARCOS ALVAREZ,827,354012.33,294932.77,
617,TIKLING,483,204255.55,170834.17,
618,ANGONO,1386,619793.78,507900.66,
619,GREGORIAN,143,56793.12,45366.90,
620,CONCEPCION TARLAC,89,38111.03,30717.85,
624,WINFORD,92,34022.29,27591.97,
625,DEL MONTE,156,67638.21,57444.88,
626,SILANG HIWAY CAVITE,546,281276.01,230631.92,
628,PLARIDEL,471,219016.22,177754.56,
629,DIPOLOG,46,17238.14,13460.70,
631,TANAUAN HIGHWAY,243,139431.01,116396.41,
632,TAGAYTAY CALAMBA,115,57617.22,46797.30,
636,ZAMBOANGA GUSU,71,36725.71,30053.57,
640,QH NOVALICHES,99,45038.70,40788.95,
641,JA CLARIN,113,54712.00,43993.74,
642,SORSOGON,17,6737.90,5423.20,
644,ROSARIO BATANGAS,150,69471.48,56592.89,
646,KJC COMPOUND,143,67582.99,54526.66,
648,PASIG CARUNCHO,511,212534.12,173733.17,
649,CAUAYAN,48,26996.57,22073.20,
652,STA. CLARA,251,122497.57,101327.51,
653,CLARK CM RECTO,85,42774.86,34672.30,
654,MALABON RIZAL,178,70355.68,59667.12,
655,CARTIMAR,267,113780.32,92748.68,
656,BACOLOD ARANETA,90,37112.28,30145.38,
659,SILANG BAYAN,302,153229.29,125826.01,
661,CDO HIGHWAY,15,10603.29,8850.00,
662,JP RIZAL MARIKINA,199,78319.69,64730.73,
663,MAYPAJO,246,108591.40,92344.38,
670,ROBINSONS LUISITA,193,104464.99,86162.03,
671,MAYAPA CANLUBANG,750,392678.18,325338.70,
673,SAVANO PARK,401,168870.71,137469.15,
675,BELFAST,182,68868.64,57657.24,
676,PRIMARK GUIMBA,40,16414.15,13177.69,
681,MARAWOY,228,115647.47,94725.09,
682,SAN FRANZ,6,2794.00,2232.14,
683,CALOOCAN 8TH STREET,122,51996.44,43193.54,
685,LANCASTER NEW CITY,659,281097.29,226982.62,
686,RECTO RIZAL AVE,134,51473.47,44113.94,
689,MADISON ORTIGAS,346,127964.63,108787.36,
691,CROSSROAD,240,99393.70,82228.97,
692,PRIMARK GAPAN,65,29912.86,24197.35,
693,CALBAYOG GAISANO,135,59643.15,47947.77,
697,W MALL BAY CITY,34,14181.71,11391.81,
698,PRIMARK DEPARO,157,66466.14,54203.40,
703,MARIBAGO,142,63163.29,50977.66,
704,PAGBILAO,312,136193.70,109604.98,
705,SAN LORENZO PLACE,173,85497.55,70620.53,
706,EL SALVADOR,42,24344.00,20029.43,
707,LAOAG BACARRA,202,86657.76,69172.29,
708,MUNTINLUPA HIGHWAY,489,198117.70,162927.19,
709,TAGUM HIGHWAY,6,2045.00,1563.38,
710,SAN JOSE MINDORO,23,9849.00,7787.51,
711,GAISANO MALL TORIL,101,41478.42,33081.29,
712,ROSARIO LA UNION,83,47057.43,38906.08,
714,HOLIDAY ISLAND,82,33412.00,26874.33,
715,TARLAC METRO SHOPPERS,82,43360.15,35849.35,
716,PISON AVENUE,52,18824.00,14872.31,
718,DIAN,326,128701.62,106006.55,
719,MALOLOS BAYAN,259,133421.19,110767.88,
720,NAGA ROXAS AVE,78,30493.00,24185.74,
721,BUCAL BYPASS,126,63875.56,52705.49,
725,APALIT,394,181436.06,147035.57,
726,NEW SAN MATEO,525,246604.56,204479.28,
727,ROBINSONS PAVIA,141,54197.57,42719.05,
729,KAPITOLYO PASIG,361,149597.62,122423.28,
730,MCKINLEY WEST,185,86905.20,71512.99,
732,SPMC DAVAO,41,16385.72,13400.01,
740,TELABASTAGAN DT,205,100908.84,83003.96,
741,ROXAS ARNALDO,64,24664.57,19760.52,
742,MALASIQUI,99,48884.86,39852.50,
743,PANABO,28,9298.00,7120.54,
744,EASTLAND HEIGHTS COGEO,528,236828.74,194130.24,
747,QA SAN DIONISIO,280,130649.51,109034.30,
748,PANIQUI,89,39487.57,31549.30,
749,PRIMARK ROSARIO,106,48266.85,39355.17,
750,DIGOS,178,77598.86,62399.77,
751,BAHAYANG PAGASA,371,158079.98,130200.49,
752,PRIMARK TAGAYTAY,313,163268.71,134863.47,
754,CDO GUSA,148,61940.86,49479.52,
756,PASEO ARCENAS,47,19993.37,16684.81,
757,SAN JUAN BATANGAS,120,61080.90,49808.08,
760,PEMBO,462,174190.69,139934.33,
762,CAYETANO BOULEVARD,338,140223.95,114613.60,
764,SAN MIGUEL,179,91305.26,75995.27,
765,PILI CAMSUR,156,68692.71,55315.19,
766,FRIENDSHIP HIGHWAY,94,42796.00,34672.48,
767,PRIMARK NOVELETA,237,92386.71,74557.40,
768,BINAN HIGHWAY,733,346724.32,285496.02,
771,BINALONAN,98,43490.43,34869.44,
772,NANGKA MARIKINA,181,81146.41,68269.20,
775,VERMOSA,238,111179.50,90599.21,
776,VICAS CAMARIN,271,110916.91,89517.93,
778,MACTAN TOWN CENTER,72,32063.43,25748.80,
781,BALAGTAS BULACAN,247,115401.90,94759.35,
782,SHELL BROOKSIDE CAINTA,230,107571.08,90845.27,
783,LAGAO GENSAN,27,10958.00,8602.67,
785,MEXICO,155,72004.86,58098.24,
786,GUAGUA PAMPANGA,302,154681.29,126616.91,
789,SILAY NEGROS OCCIDENTAL,32,11276.43,8823.10,
790,DANAO,162,73589.29,59287.21,
791,MILAGROSA,488,250852.02,205436.22,
792,PRIMARK KASIGLAHAN,357,162848.66,132350.61,
796,SALAWAG,221,89906.43,73647.10,
797,MUZON,411,197271.15,162777.55,
798,BALANGA CAPITOL,256,106046.57,84662.10,
799,ETON STA. ROSA,299,201029.00,168426.45,
801,ARCOVIA,85,50310.15,41783.11,
803,CALAMBA CHECKPOINT,473,216380.08,176603.85,
804,SILANG BULIHAN,931,475737.71,389098.40,
807,HULONG DUHAT,206,99733.82,83378.50,
808,MATI DAVAO,148,57533.00,45271.26,
809,TAYTAY BAYAN,416,184817.33,152650.19,
812,UN DEL PILAR,66,26498.41,21816.06,
813,SINILOAN,106,48204.57,39298.23,
814,SAN PEDRO BAYAN,392,179314.30,149115.48,
815,GUIGUINTO,234,101305.76,82573.03,
816,XENTROMALL MONTALBAN HIGHWAY,466,206880.77,168550.11,
817,STA ANA PAMPANGA,167,86463.28,71073.94,
819,MAGIC MALL,125,50791.71,40540.88,
820,QH SAN BARTOLOME,145,62232.13,52773.19,
821,PALAWAN JUNCTION,74,30776.00,24606.07,
823,CAPITAL TOWN,61,26044.71,21062.33,
824,SINDALAN,76,33658.86,27016.60,
825,C4 CALOOCAN,214,85650.57,69059.72,
826,MCARTHUR MABALACAT,42,22693.43,18466.06,
827,PULONG BUHANGIN,227,104180.13,84309.07,
,Total,105470,46774298.76,38542619.62,
